,suit1,card1,suit2,card2,suit3,card3,suit4,card4,labels,cluster
13640,2,13,1,13,4,12,4,8,0,2
13641,3,4,4,9,1,4,2,10,0,1
13642,4,4,1,7,3,6,2,4,0,3
13643,1,5,3,12,3,6,1,4,0,7
13644,3,4,3,6,2,4,3,7,0,3
13645,2,9,3,1,1,1,2,10,0,5
13646,4,1,3,3,3,10,1,13,0,6
13647,1,3,4,2,2,2,4,6,0,3
13648,4,4,4,5,4,11,1,13,0,6
13649,3,7,2,4,2,12,2,7,0,0
13650,3,8,3,11,2,8,4,13,0,2
13651,2,4,3,5,1,8,4,9,0,6
13652,3,7,4,1,3,11,3,2,0,0
13653,3,6,3,5,1,7,3,3,0,3
13654,3,5,2,12,4,11,2,7,0,7
13655,1,5,2,13,1,2,4,10,0,1
13656,3,10,1,2,1,10,4,7,0,0
13657,1,11,2,11,1,9,3,9,0,2
13658,4,2,3,6,4,5,3,13,0,1
13659,2,5,2,13,2,9,3,6,0,7
13660,2,5,2,8,4,9,2,3,0,7
13661,1,1,1,10,3,10,3,5,0,7
13662,4,7,2,2,3,4,3,1,0,3
13663,3,10,1,6,2,3,2,5,0,4
13664,3,8,3,2,1,10,4,9,0,6
13665,3,7,3,12,1,13,4,9,0,2
13666,4,7,4,9,4,11,1,3,0,7
13667,4,9,3,5,3,6,2,5,0,0
13668,4,1,1,4,4,13,2,12,0,6
13669,4,11,4,2,1,4,3,7,0,5
13670,2,9,2,1,2,8,1,5,0,0
13671,1,3,1,4,4,9,3,2,0,3
13672,4,10,3,13,4,1,3,3,0,4
13673,1,5,2,5,1,10,3,13,0,6
13674,4,2,3,8,4,4,4,10,0,1
13675,2,1,4,3,2,9,2,6,0,6
13676,3,4,1,8,4,8,2,5,0,7
13677,4,3,1,7,1,9,3,13,0,6
13678,3,6,3,9,2,12,2,6,0,7
13679,1,9,3,2,4,5,4,2,0,3
13680,4,3,3,3,1,5,2,6,0,3
13681,1,13,1,2,2,5,4,13,0,5
13682,4,7,4,2,4,13,3,1,0,0
13683,1,11,2,4,1,4,1,2,0,4
13684,4,2,3,4,3,12,3,2,0,7
13685,3,11,3,5,1,10,3,9,0,0
13686,3,6,1,1,1,8,3,13,0,6
13687,2,10,2,13,2,5,3,2,0,4
13688,3,1,2,13,3,13,1,13,1,6
13689,1,9,3,7,3,5,1,6,0,4
13690,1,13,1,4,4,2,3,4,0,4
13691,2,9,4,10,3,12,2,2,0,7
13692,1,1,1,8,2,7,1,6,0,7
13693,3,2,3,3,1,8,2,2,0,3
13694,1,9,3,12,2,2,1,8,0,4
13695,3,5,1,12,3,2,1,1,0,4
13696,4,10,4,4,1,6,2,5,0,0
13697,1,11,4,11,2,2,3,12,0,1
13698,1,8,1,4,4,9,3,13,0,6
13699,4,4,4,9,4,3,2,4,0,3
13700,2,8,3,5,3,13,1,8,0,0
13701,4,7,1,13,4,10,3,12,0,2
13702,1,6,3,7,3,5,1,3,0,3
13703,3,1,3,2,2,12,2,4,0,6
13704,4,5,4,6,3,8,1,11,0,6
13705,1,11,4,1,3,13,1,1,0,0
13706,2,7,3,1,1,9,3,11,0,6
13707,4,13,2,10,3,6,4,11,0,2
13708,1,11,1,2,4,9,2,8,0,0
13709,2,2,2,7,4,8,1,1,0,7
13710,2,7,3,13,1,13,4,7,0,7
13711,2,8,2,10,1,10,2,5,0,7
13712,3,11,2,3,3,7,4,3,0,0
13713,3,7,4,7,3,5,4,1,1,4
13714,1,8,2,10,1,12,3,10,0,2
13715,4,12,3,12,4,4,3,10,0,2
13716,4,9,2,11,3,5,1,3,0,4
13717,2,10,1,6,2,6,2,1,0,4
13718,3,13,1,11,2,6,1,6,0,4
13719,4,9,3,11,1,4,3,1,0,4
13720,1,12,4,10,2,10,1,1,0,0
13721,4,11,1,13,4,1,4,10,0,4
13722,3,7,3,12,2,7,3,3,0,7
13723,4,4,4,5,2,12,2,7,0,6
13724,1,9,1,13,2,6,3,3,0,4
13725,3,9,1,2,2,4,4,1,0,3
13726,1,12,2,1,4,2,2,6,0,5
13727,3,2,4,9,4,6,2,13,0,1
13728,2,7,1,5,3,10,4,9,0,6
13729,1,9,3,3,3,12,4,11,0,6
13730,1,1,3,8,1,3,1,8,0,1
13731,3,9,4,6,4,1,2,6,0,4
13732,4,13,4,3,2,8,3,7,0,0
13733,2,10,2,4,1,13,2,11,0,6
13734,4,9,2,2,4,8,2,5,0,0
13735,4,7,1,1,3,9,1,8,0,6
13736,2,3,3,6,4,4,3,3,0,3
13737,2,3,2,1,4,5,2,13,0,6
13738,2,9,3,3,2,4,4,10,0,5
13739,3,4,1,7,1,5,3,5,0,3
13740,1,2,3,13,1,12,2,12,0,7
13741,4,12,1,1,1,5,4,13,0,5
13742,3,7,1,13,4,6,2,7,0,1
13743,2,11,3,12,4,11,1,6,0,2
13744,2,12,3,4,2,8,2,3,0,0
13745,1,11,3,10,1,2,4,11,0,5
13746,1,8,3,11,4,9,4,12,0,2
13747,4,1,3,10,1,13,4,4,0,7
13748,1,6,2,12,2,7,4,11,0,1
13749,1,8,2,9,1,12,4,7,0,2
13750,1,8,4,8,2,1,3,10,0,1
13751,1,12,2,9,4,3,2,11,0,5
13752,4,6,2,13,1,2,1,11,0,1
13753,2,6,1,13,1,12,3,13,0,2
13754,4,1,1,10,1,2,4,13,0,1
13755,4,4,3,5,3,9,1,6,0,6
13756,3,6,3,1,2,13,4,7,0,6
13757,1,12,3,1,4,2,2,12,0,5
13758,4,11,2,4,4,5,4,7,0,5
13759,2,10,3,9,2,2,2,1,0,4
13760,2,7,2,12,4,5,1,9,0,1
13761,4,7,3,8,1,12,4,3,0,7
13762,4,2,4,12,2,4,1,8,0,1
13763,1,7,3,11,4,7,2,9,0,2
13764,2,4,3,12,2,11,4,5,0,7
13765,1,7,4,6,4,5,2,7,0,5
13766,4,2,3,7,2,13,3,13,0,6
13767,3,5,2,12,4,12,3,6,0,7
13768,2,2,2,3,3,3,4,9,0,3
13769,3,5,3,4,2,13,1,7,0,6
13770,4,7,1,9,2,5,3,11,0,1
13771,2,1,1,13,4,13,4,10,0,7
13772,1,3,3,1,2,2,2,6,0,3
13773,2,6,1,2,1,3,4,8,0,5
13774,3,8,3,11,1,2,4,9,0,1
13775,3,1,1,3,2,8,2,5,0,3
13776,4,10,1,4,2,7,2,2,0,0
13777,2,1,4,13,2,3,3,10,0,1
13778,3,13,2,2,2,8,4,7,0,0
13779,3,13,4,8,2,8,1,13,1,2
13780,4,4,2,8,4,8,1,6,0,7
13781,2,10,4,5,4,6,2,8,0,5
13782,3,5,4,11,2,13,4,6,0,7
13783,3,2,1,9,4,9,2,1,0,7
13784,2,5,3,9,2,10,2,6,0,7
13785,4,11,1,9,3,5,4,12,0,2
13786,3,12,3,7,2,10,4,4,0,0
13787,3,12,3,2,3,4,4,7,0,5
13788,3,2,3,10,1,11,2,9,0,7
13789,2,2,1,2,3,8,2,8,0,6
13790,4,10,2,12,1,13,4,7,0,2
13791,4,1,2,2,2,13,2,8,0,6
13792,1,10,2,4,3,6,1,12,0,5
13793,2,12,1,8,3,6,2,7,0,4
13794,4,8,1,2,2,6,3,9,0,5
13795,4,7,3,5,4,6,3,1,0,3
13796,3,3,1,1,4,12,3,8,0,6
13797,3,10,4,2,1,7,4,1,0,0
13798,2,5,1,5,2,13,2,3,0,0
13799,3,7,1,13,3,10,1,8,0,2
13800,3,10,3,1,2,2,1,4,0,5
13801,1,1,1,6,4,7,4,13,0,6
13802,4,4,2,4,3,8,4,9,0,6
13803,2,8,1,2,3,12,1,9,0,6
13804,3,11,2,5,2,1,4,5,0,4
13805,1,5,3,4,3,9,2,3,0,3
13806,2,4,3,8,2,13,3,11,0,6
13807,2,4,2,13,3,10,4,12,0,2
13808,4,5,4,7,3,10,2,11,0,6
13809,4,4,4,13,1,5,1,2,0,7
13810,4,11,2,5,2,4,3,5,0,4
13811,1,8,4,12,3,9,2,2,0,7
13812,4,9,4,6,3,2,2,11,0,5
13813,1,12,4,11,4,9,1,11,0,2
13814,3,1,2,3,3,6,2,5,0,3
13815,3,6,1,2,3,8,3,13,0,6
13816,3,1,1,7,3,10,3,5,0,7
13817,1,4,1,12,2,11,1,5,0,7
13818,3,10,4,2,4,5,3,13,0,5
13819,4,7,4,9,3,11,1,12,0,2
13820,3,2,1,7,2,8,2,13,0,6
13821,1,8,4,4,3,3,3,13,0,5
13822,2,7,1,13,3,5,4,2,0,4
13823,3,3,1,3,4,13,3,6,0,6
13824,1,1,2,5,1,13,3,8,0,6
13825,4,6,3,1,2,12,3,10,0,6
13826,4,11,1,13,4,9,1,12,0,2
13827,3,9,3,8,4,1,4,12,0,5
13828,2,2,1,10,4,1,1,1,0,3
13829,1,10,1,11,4,13,1,5,0,2
13830,4,5,1,2,3,12,2,7,0,6
13831,2,13,4,13,4,4,4,1,0,4
13832,2,2,1,9,4,1,2,12,0,1
13833,2,3,4,4,1,3,4,7,0,3
13834,3,3,2,11,1,9,1,11,0,1
13835,2,5,3,11,4,12,2,3,0,7
13836,4,2,1,6,1,1,3,13,0,1
13837,1,10,4,6,2,5,1,12,0,5
13838,1,12,3,5,4,1,2,1,0,4
13839,1,8,2,10,3,8,3,4,0,7
13840,4,3,2,2,3,9,2,3,0,3
13841,3,8,2,12,1,12,4,11,0,2
13842,4,12,3,7,4,4,1,3,0,4
13843,1,10,2,11,3,11,1,8,0,2
13844,3,12,2,1,2,13,1,3,0,0
13845,3,11,2,10,3,7,1,1,0,4
13846,1,2,4,9,4,12,1,6,0,7
13847,3,11,2,8,4,9,1,8,0,2
13848,1,8,4,10,4,11,3,1,0,7
13849,4,5,1,13,2,9,2,6,0,7
13850,4,12,4,4,3,11,2,7,0,0
13851,3,8,4,5,1,1,4,11,0,5
13852,3,9,1,3,3,12,2,9,0,0
13853,2,12,1,10,3,11,2,2,0,0
13854,1,12,1,11,2,7,1,8,0,2
13855,2,2,3,6,1,3,2,5,0,3
13856,4,11,2,12,1,4,3,2,0,4
13857,3,13,4,10,3,11,3,6,0,2
13858,3,11,3,5,2,8,1,12,0,5
13859,1,12,4,5,4,4,1,4,0,4
13860,3,1,3,3,1,10,4,11,0,6
13861,4,10,2,8,4,6,2,3,0,4
13862,1,13,4,11,1,11,3,4,0,2
13863,1,12,4,8,2,5,1,11,0,5
13864,4,1,2,7,3,8,4,9,0,6
13865,4,11,2,12,1,11,3,3,0,7
13866,2,11,3,4,1,7,4,13,0,5
13867,2,12,2,4,4,1,3,12,1,5
13868,2,13,2,7,4,10,4,12,0,2
13869,4,9,2,7,1,3,1,6,0,4
13870,3,4,1,8,2,6,2,10,0,1
13871,4,1,3,13,4,13,2,3,0,7
13872,2,8,4,10,3,12,3,7,0,2
13873,2,7,4,11,2,11,2,4,0,7
13874,1,6,2,8,2,9,1,2,0,7
13875,1,9,4,1,2,8,2,5,0,0
13876,4,8,3,12,2,8,4,2,0,7
13877,2,4,1,8,3,8,4,10,0,6
13878,4,8,3,10,4,10,2,6,0,7
13879,3,9,1,7,2,12,3,6,0,0
13880,4,6,2,5,3,9,2,2,0,0
13881,1,9,4,4,1,12,1,2,0,0
13882,1,5,3,4,1,7,1,4,0,3
13883,2,11,2,6,3,3,4,6,0,4
13884,2,4,2,10,2,12,3,6,0,7
13885,1,9,3,10,4,3,1,6,0,4
13886,4,12,4,11,1,2,1,4,0,4
13887,1,4,4,12,3,12,3,3,0,7
13888,4,13,1,1,3,9,3,4,0,0
13889,3,6,1,10,1,6,1,4,0,7
13890,1,3,3,7,2,12,4,3,0,7
13891,2,6,1,3,3,8,2,11,0,6
13892,3,7,1,4,2,9,2,11,0,6
13893,3,4,4,4,3,13,4,2,0,0
13894,1,7,2,5,3,10,4,1,0,0
13895,2,9,2,12,4,2,4,3,0,4
13896,4,2,3,5,4,12,4,7,0,6
13897,2,3,2,11,3,2,3,11,0,1
13898,1,8,1,10,2,1,3,1,0,4
13899,1,12,4,9,2,4,4,4,0,4
13900,2,12,3,2,1,9,2,7,0,0
13901,4,4,3,10,2,1,3,11,0,1
13902,1,13,4,11,3,7,2,1,0,4
13903,3,2,4,1,1,9,1,10,0,6
13904,1,4,3,9,2,12,4,10,0,6
13905,2,6,3,3,3,8,4,10,0,6
13906,4,7,2,6,4,9,1,3,0,0
13907,2,5,2,1,4,12,2,12,0,6
13908,3,4,2,1,4,2,3,12,0,5
13909,4,5,1,5,1,10,3,3,0,0
13910,3,2,3,12,3,13,3,10,0,7
13911,4,2,2,11,4,6,3,11,0,1
13912,1,12,4,13,2,4,3,7,0,4
13913,3,13,1,5,3,2,1,13,0,5
13914,3,11,1,13,2,7,4,6,0,4
13915,3,10,2,9,3,11,1,1,0,0
13916,2,4,1,3,3,5,2,10,0,6
13917,2,11,4,12,1,3,3,13,0,2
13918,4,7,1,9,4,10,3,7,0,7
13919,2,11,3,11,4,9,1,4,0,4
13920,1,4,2,10,3,12,1,1,0,7
13921,3,10,4,2,2,11,3,11,0,6
13922,1,5,2,5,1,12,4,4,0,0
13923,4,6,1,6,1,3,3,12,0,1
13924,2,9,3,10,1,5,3,3,0,4
13925,4,10,1,1,1,6,1,13,0,5
13926,3,12,3,8,4,4,1,7,0,4
13927,1,7,3,9,3,6,2,12,0,1
13928,4,3,3,3,4,2,2,3,1,3
13929,2,9,3,10,1,11,4,9,0,2
13930,2,4,2,5,3,3,3,12,0,1
13931,1,2,2,7,1,11,2,3,0,7
13932,4,1,3,10,2,12,4,9,0,7
13933,4,1,3,4,4,13,2,2,0,7
13934,4,1,3,7,4,8,1,9,0,6
13935,2,2,1,5,2,11,3,8,0,6
13936,1,10,3,8,3,11,1,6,0,0
13937,4,1,1,4,3,6,2,10,0,6
13938,4,9,4,8,3,9,2,10,0,2
13939,1,4,1,12,4,10,2,5,0,7
13940,1,12,3,3,3,6,4,10,0,5
13941,2,3,2,10,1,2,4,2,0,3
13942,1,1,4,12,3,2,4,10,0,1
13943,4,11,1,3,2,7,4,5,0,0
13944,3,10,3,9,3,3,3,13,0,5
13945,1,2,4,8,1,8,1,1,0,7
13946,3,6,3,12,2,3,3,8,0,1
13947,4,6,4,8,1,10,3,5,0,7
13948,4,9,2,11,3,8,2,4,0,4
13949,4,1,4,6,2,2,1,8,0,1
13950,3,13,2,11,2,3,2,12,0,2
13951,3,6,3,4,1,11,1,12,0,6
13952,4,13,3,2,1,2,3,3,1,5
13953,1,3,4,3,3,10,1,10,0,6
13954,1,1,2,6,1,9,1,3,0,7
13955,3,6,3,10,1,11,4,4,0,7
13956,1,6,4,11,3,9,2,4,0,7
13957,1,12,3,13,4,12,4,1,0,7
13958,4,10,3,2,1,11,1,9,0,0
13959,1,2,4,5,1,1,4,12,0,1
13960,2,1,1,12,2,8,3,11,0,1
13961,1,8,4,7,3,4,3,9,0,5
13962,4,7,3,6,3,3,2,8,0,5
13963,2,7,2,12,1,11,4,4,0,7
13964,4,2,4,6,2,4,3,2,0,3
13965,4,4,4,9,3,12,2,12,0,6
13966,2,4,4,9,2,6,4,2,0,7
13967,2,9,4,4,4,2,4,8,0,5
13968,1,1,2,6,2,3,3,12,0,1
13969,2,12,4,13,1,13,2,10,0,2
13970,1,1,4,6,2,12,2,4,0,7
13971,3,12,4,1,1,3,4,5,0,5
13972,4,3,1,5,3,6,2,13,0,6
13973,4,13,2,11,2,13,4,12,0,2
13974,1,3,3,3,2,6,1,9,0,6
13975,3,4,4,10,1,6,4,12,0,1
13976,3,8,3,4,2,1,2,4,0,3
13977,2,3,4,1,3,12,2,2,0,0
13978,4,1,2,3,1,5,1,6,0,3
13979,2,10,3,1,4,12,4,13,0,6
13980,4,1,4,13,4,11,4,4,0,7
13981,4,7,2,5,4,3,3,6,0,3
13982,1,7,3,4,2,4,2,3,0,3
13983,1,9,4,11,1,1,4,13,0,1
13984,2,11,2,9,3,7,2,7,0,2
13985,3,1,1,3,3,11,1,1,0,3
13986,1,11,4,1,1,13,4,10,0,0
13987,2,11,2,9,3,1,3,12,0,5
13988,2,4,2,2,1,9,4,7,0,6
13989,4,8,4,6,4,10,1,2,0,0
13990,2,5,3,1,2,8,3,7,0,6
13991,2,2,3,12,4,13,3,3,0,7
13992,2,12,4,8,1,7,1,2,0,4
13993,1,8,2,6,4,5,2,7,1,5
13994,4,6,1,9,1,11,1,8,0,7
13995,4,1,4,11,2,13,2,5,0,7
13996,2,7,3,12,4,3,1,11,0,1
13997,2,10,4,1,3,8,2,5,0,0
13998,4,1,2,11,1,6,1,4,0,7
13999,4,7,2,10,1,2,4,3,0,4
14000,3,13,2,11,2,5,3,12,0,2
14001,2,1,2,8,3,1,2,11,1,1
14002,1,7,3,5,2,7,3,2,0,3
14003,3,10,4,13,2,7,1,4,0,4
14004,3,6,1,10,1,12,3,3,0,7
14005,3,1,3,10,2,7,4,12,0,1
14006,1,2,3,1,1,10,4,1,0,3
14007,3,3,3,5,4,10,3,11,0,6
14008,2,6,1,6,2,10,3,13,0,6
14009,3,5,4,2,1,9,4,9,0,6
14010,2,4,4,9,2,5,3,9,0,1
14011,4,12,4,10,2,2,3,9,0,4
14012,4,6,3,13,2,9,2,7,0,7
14013,4,4,3,2,2,8,4,9,0,6
14014,1,11,1,10,4,13,2,1,0,0
14015,2,4,2,13,3,3,1,6,0,1
14016,1,7,2,12,3,8,2,8,0,2
14017,3,9,4,13,2,5,3,11,0,2
14018,1,12,1,10,4,1,4,3,0,4
14019,2,3,4,4,3,6,3,3,0,3
14020,1,4,4,7,2,4,2,7,0,1
14021,3,10,2,13,1,3,4,12,0,1
14022,1,7,1,12,4,1,2,11,0,1
14023,3,3,3,1,1,13,1,12,0,6
14024,3,9,1,7,3,7,4,8,0,2
14025,4,6,1,4,2,6,2,3,0,3
14026,2,12,3,8,4,1,2,2,0,4
14027,3,13,2,10,2,9,1,2,0,4
14028,4,2,4,3,3,4,4,13,0,6
14029,1,13,2,6,2,1,2,5,0,4
14030,3,5,1,3,1,9,1,12,0,6
14031,1,5,4,5,3,13,4,8,0,6
14032,2,9,1,1,1,6,3,13,0,5
14033,3,4,1,3,2,3,4,5,0,3
14034,2,8,4,12,4,8,3,10,0,2
14035,2,7,4,6,1,13,2,4,0,0
14036,2,6,4,11,2,9,1,10,0,2
14037,3,13,3,10,1,5,4,8,0,4
14038,1,1,1,2,4,6,2,6,0,3
14039,2,6,4,6,2,13,2,8,0,6
14040,1,2,4,10,1,8,3,12,0,1
14041,3,10,4,3,2,2,3,7,0,5
14042,3,2,4,11,1,3,3,5,0,1
14043,4,13,4,3,3,9,2,3,0,0
14044,3,10,3,7,3,5,3,3,1,4
14045,4,9,4,1,2,12,1,9,0,0
14046,4,2,1,7,2,5,3,8,0,1
14047,4,2,2,1,3,11,4,9,0,6
14048,3,1,2,2,2,7,4,6,0,3
14049,4,8,3,9,3,10,3,2,0,7
14050,3,13,4,6,2,11,3,6,0,0
14051,1,7,2,4,3,4,3,13,0,5
14052,4,3,3,9,2,9,4,11,0,6
14053,3,5,4,4,4,12,4,9,0,6
14054,1,9,2,2,3,7,4,13,0,5
14055,1,5,4,2,2,8,3,6,0,3
14056,4,13,3,13,3,4,2,3,0,4
14057,2,10,3,11,2,11,3,9,0,2
14058,1,5,1,10,4,9,4,10,0,2
14059,4,9,2,11,3,10,1,2,0,7
14060,3,10,2,5,1,7,4,9,0,5
14061,1,12,1,2,3,12,1,13,0,5
14062,4,12,2,11,2,9,3,11,0,2
14063,1,3,2,4,2,3,2,6,0,3
14064,1,3,2,3,4,8,4,2,0,3
14065,3,12,2,8,3,5,4,10,0,5
14066,1,5,2,13,1,2,2,6,0,1
14067,1,13,1,12,2,2,4,12,0,2
14068,1,10,1,11,4,9,3,10,0,2
14069,4,4,2,4,2,13,2,1,0,0
14070,3,10,1,12,1,8,4,10,0,2
14071,1,1,1,2,1,13,4,11,0,6
14072,3,12,1,5,3,13,3,9,0,0
14073,1,11,2,3,4,9,1,8,0,0
14074,4,5,2,6,3,7,4,6,0,3
14075,1,7,3,3,4,13,3,12,0,6
14076,1,6,2,4,3,13,4,10,0,6
14077,4,2,2,12,4,10,4,12,0,1
14078,2,5,1,8,1,11,1,7,0,7
14079,4,3,4,2,2,4,2,6,0,3
14080,1,4,4,5,2,5,3,6,0,3
14081,2,8,4,7,3,10,4,6,0,0
14082,3,7,2,8,3,2,2,1,0,4
14083,4,7,1,11,3,4,3,10,0,1
14084,2,4,2,12,3,5,4,4,0,7
14085,4,8,1,9,4,6,3,10,0,2
14086,4,12,2,6,1,10,4,4,0,0
14087,3,8,2,11,3,12,4,11,0,2
14088,2,13,4,9,4,7,4,11,0,2
14089,4,9,2,13,3,2,3,7,0,4
14090,1,10,3,1,4,4,4,12,0,5
14091,4,5,2,10,1,11,4,1,0,7
14092,1,7,2,11,3,1,1,2,0,4
14093,3,6,2,5,3,11,2,3,0,0
14094,3,11,2,12,4,1,2,5,0,4
14095,2,1,3,4,4,4,4,9,0,3
14096,3,3,4,5,2,4,3,1,0,3
14097,3,13,2,13,2,10,4,10,0,2
14098,3,5,1,5,1,4,3,8,0,3
14099,4,4,4,9,2,4,3,4,1,3
14100,3,8,3,3,1,3,1,10,0,5
14101,1,11,2,13,4,12,1,9,0,2
14102,2,7,2,5,3,13,3,11,0,6
14103,4,13,4,1,2,3,1,1,0,0
14104,2,10,4,3,3,9,2,11,0,5
14105,3,1,2,4,4,12,4,11,0,6
14106,4,5,3,6,4,10,2,1,0,7
14107,4,11,3,2,1,13,4,7,0,0
14108,2,8,1,12,3,10,1,3,0,7
14109,2,1,2,3,1,9,1,13,0,6
14110,1,3,1,5,2,6,3,9,0,6
14111,1,9,4,13,4,8,1,7,0,2
14112,1,7,2,4,1,6,1,3,0,3
14113,1,5,1,1,2,7,4,3,0,3
14114,4,6,1,7,2,11,2,7,0,6
14115,3,4,4,3,1,9,1,3,0,3
14116,4,7,3,11,2,8,1,10,0,2
14117,1,11,1,6,2,9,3,2,0,0
14118,4,1,1,12,3,7,4,6,0,7
14119,3,2,4,12,2,2,1,11,0,1
14120,1,6,1,1,3,5,4,9,0,5
14121,1,3,2,10,4,13,1,8,0,7
14122,2,11,4,8,4,13,1,5,0,0
14123,1,10,3,12,2,1,4,4,0,4
14124,3,5,4,10,2,5,2,13,1,1
14125,4,10,4,13,2,6,2,2,0,4
14126,2,1,4,12,4,4,1,11,0,1
14127,4,3,3,10,1,12,1,6,0,7
14128,3,10,3,2,1,5,1,6,0,5
14129,2,12,1,6,4,8,4,12,0,2
14130,3,2,2,2,4,3,3,4,0,3
14131,3,4,3,6,3,8,4,6,0,3
14132,3,9,2,11,4,5,4,12,0,2
14133,3,5,2,2,3,2,4,11,0,5
14134,1,8,3,4,1,12,1,10,0,6
14135,2,8,1,10,4,4,4,5,0,4
14136,1,5,3,7,3,5,2,11,0,1
14137,4,2,3,11,2,7,3,5,0,7
14138,2,1,3,13,1,8,2,9,0,1
14139,1,8,1,5,4,6,4,10,0,5
14140,1,10,3,8,4,13,3,4,0,0
14141,3,3,4,9,1,9,2,6,0,7
14142,3,10,4,2,2,10,2,5,0,0
14143,1,10,1,7,4,3,3,2,0,4
14144,4,11,1,11,2,13,1,6,0,2
14145,3,11,1,6,4,2,2,8,0,5
14146,3,7,4,1,1,10,2,3,0,0
14147,1,13,1,9,1,12,3,9,1,2
14148,1,8,4,1,1,13,2,8,1,0
14149,2,6,2,2,4,3,4,8,0,5
14150,2,5,3,4,4,10,1,9,0,6
14151,3,2,1,6,1,3,1,1,0,3
14152,3,10,3,12,4,5,4,8,0,4
14153,2,7,1,4,2,2,1,9,0,5
14154,3,11,1,4,2,5,4,2,0,0
14155,3,5,3,2,2,2,4,6,0,3
14156,4,10,2,10,1,6,2,11,0,2
14157,4,12,4,2,2,12,1,10,0,0
14158,4,2,4,3,2,4,3,5,0,3
14159,1,12,1,13,2,2,1,6,0,4
14160,1,10,3,1,1,1,1,11,0,5
14161,3,2,3,6,4,13,1,4,0,7
14162,3,7,1,6,2,5,4,11,0,5
14163,1,5,4,7,3,6,3,9,0,1
14164,3,6,1,6,4,9,2,3,0,0
14165,4,13,4,11,3,6,2,7,0,4
14166,3,6,1,8,1,2,1,9,0,1
14167,4,2,3,13,2,10,2,4,0,7
14168,2,12,2,7,1,11,3,9,0,2
14169,4,10,4,6,1,5,2,9,0,5
14170,1,2,2,2,4,9,3,6,0,6
14171,2,9,2,8,2,13,1,6,0,0
14172,3,5,3,3,4,8,1,9,0,6
14173,1,5,2,4,2,11,1,6,0,6
14174,3,12,1,7,1,9,4,3,0,0
14175,3,12,4,12,1,2,2,12,1,2
14176,3,11,2,2,2,9,1,11,0,5
14177,4,1,4,10,1,1,3,8,0,1
14178,1,12,3,5,1,6,2,1,0,0
14179,4,10,2,8,4,1,2,7,0,4
14180,1,8,3,11,1,4,3,7,0,4
14181,3,1,3,3,4,3,4,7,0,3
14182,1,12,1,8,1,4,2,2,0,4
14183,1,1,1,3,3,9,3,4,0,3
14184,4,13,1,1,1,2,1,6,0,5
14185,1,12,3,12,4,5,2,13,0,2
14186,4,10,2,7,1,12,1,13,0,2
14187,4,3,1,4,1,8,4,1,0,3
14188,2,11,2,8,4,2,1,2,0,4
14189,4,6,3,12,2,4,2,13,0,1
14190,1,2,4,5,4,1,1,10,0,1
14191,3,7,1,5,2,7,3,9,0,5
14192,3,8,1,8,1,7,4,13,0,2
14193,2,5,1,1,4,6,1,10,0,6
14194,4,2,1,6,2,2,2,7,0,3
14195,4,10,1,13,1,2,1,5,0,4
14196,1,12,2,13,3,6,2,12,0,2
14197,3,10,4,12,2,3,3,11,0,1
14198,1,6,2,8,3,8,3,10,0,6
14199,2,1,2,7,4,3,1,6,0,3
14200,2,3,1,11,3,2,2,12,0,1
14201,3,11,4,9,1,5,3,9,0,2
14202,1,11,2,1,2,3,1,2,0,3
14203,2,9,3,5,1,1,4,10,0,5
14204,1,4,4,2,1,11,3,2,0,0
14205,3,4,3,2,4,11,3,8,0,6
14206,1,13,1,3,4,9,3,9,0,5
14207,1,7,3,7,3,1,3,9,0,1
14208,2,11,3,7,4,12,2,4,0,0
14209,3,3,4,5,1,11,2,13,0,6
14210,1,7,2,12,4,13,1,6,0,7
14211,4,2,2,10,1,12,2,9,0,7
14212,2,6,2,8,3,4,2,1,0,4
14213,1,4,4,6,3,10,4,7,0,6
14214,3,2,4,3,4,8,3,12,0,6
14215,4,6,2,6,3,2,4,3,0,3
14216,3,10,1,7,3,6,1,12,0,5
14217,3,12,2,1,1,11,4,10,0,0
14218,2,2,3,8,2,7,3,2,0,7
14219,3,1,2,5,4,7,3,3,0,3
14220,4,3,4,12,1,2,2,13,0,1
14221,4,9,1,1,3,7,1,7,0,5
14222,2,12,1,4,3,8,4,5,0,0
14223,3,10,3,5,4,5,1,10,1,5
14224,3,5,1,10,3,7,2,1,0,7
14225,1,4,1,6,3,7,1,8,0,6
14226,1,3,2,8,3,5,1,6,0,1
14227,3,13,1,7,4,8,1,13,1,2
14228,3,10,2,4,4,7,4,6,0,0
14229,1,12,4,6,1,5,3,2,0,4
14230,3,7,3,5,2,2,1,5,0,3
14231,3,1,2,5,1,10,2,9,0,6
14232,1,11,2,12,3,3,4,10,0,4
14233,3,6,3,3,2,8,3,7,0,6
14234,4,13,2,3,3,10,3,3,0,0
14235,4,11,3,7,3,12,4,9,0,2
14236,3,1,4,7,2,8,2,4,0,7
14237,1,2,4,6,2,4,3,4,0,3
14238,1,3,3,1,1,8,1,5,0,3
14239,2,3,3,7,4,9,2,2,0,7
14240,1,9,3,2,2,8,1,1,0,0
14241,1,7,4,5,3,1,3,9,0,5
14242,4,13,3,11,4,12,3,9,0,2
14243,4,7,1,9,2,2,4,13,0,1
14244,3,7,2,11,4,12,3,10,0,2
14245,3,13,2,8,2,3,3,9,0,5
14246,1,5,2,6,1,8,3,12,0,6
