,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,cluster,label
17955,70,3,15,0.43,1,0,1
17956,250,91,55,1.59,1,3,1
17957,200,30,6,0.28,39,3,0
17959,82,1,25,0.7,1,0,1
17960,85,1,1,0.03,1,0,0
17961,69,2,177,5.13,2,0,0
17962,150,3,64,1.84,1,0,0
17963,150,2,69,5.27,1,0,0
17966,90,3,8,0.23,2,0,1
17968,159,2,12,0.35,4,0,0
17969,280,3,43,1.24,1,3,0
17970,325,3,4,0.11,1,3,0
17971,120,3,6,0.17,1,0,0
17972,61,30,3,0.1,4,0,1
17973,80,3,15,0.42,2,0,0
17974,90,1,11,0.42,1,0,1
17976,178,2,72,2.07,1,3,0
17978,119,3,63,1.82,1,0,0
17979,30,2,1,0.03,1,0,1
17981,100,3,80,2.26,1,0,1
17982,100,2,2,0.06,1,0,0
17983,250,3,3,0.09,1,3,0
17984,30,2,1,0.03,1,0,1
17985,240,2,5,0.14,1,3,0
17986,60,2,147,4.1,3,0,1
17987,65,1,149,4.17,3,0,1
17988,140,2,137,3.82,3,0,0
17989,265,2,19,0.55,1,3,0
17991,145,1,9,0.25,1,0,1
17992,100,2,1,0.03,1,0,0
17994,105,2,29,0.81,3,0,0
17995,85,3,1,0.03,1,0,1
17996,150,2,5,0.14,1,0,0
17997,100,3,3,0.14,4,0,1
18000,75,1,1,0.03,1,0,0
18001,60,1,53,1.52,3,0,1
18002,80,3,47,1.4,1,0,1
18003,137,2,99,2.76,1,0,0
18004,79,30,5,0.36,2,0,0
18005,120,3,92,2.57,1,0,1
18006,220,5,1,0.03,1,3,0
18007,300,1,158,4.39,1,3,0
18011,90,1,9,0.28,1,0,1
18012,48,1,68,2.02,2,0,1
18013,179,2,16,0.45,1,3,0
18014,58,2,1,0.1,1,0,1
18016,49,4,137,3.88,2,0,0
18017,110,2,6,0.17,1,0,0
18018,190,5,9,0.26,1,3,0
18019,450,3,15,0.42,1,1,0
18020,69,1,64,1.81,1,0,1
18021,250,2,45,1.9,1,3,0
18023,249,7,100,2.82,1,3,0
18024,125,1,2,0.06,1,0,0
18026,60,1,78,2.18,1,0,1
18027,179,5,32,0.9,1,3,0
18029,155,2,29,0.83,1,0,0
18030,65,5,12,0.34,1,0,1
18031,499,1,116,3.24,4,1,0
18032,250,2,2,0.06,1,3,0
18033,120,2,12,0.33,2,0,0
18034,50,1,64,1.78,2,0,1
18035,48,2,2,0.06,1,0,1
18036,45,30,5,0.15,2,0,1
18037,50,2,59,1.67,1,0,1
18038,75,2,17,0.47,5,0,1
18039,65,7,1,0.03,1,0,1
18040,90,1,30,0.84,1,0,1
18042,80,1,2,0.06,2,0,1
18044,43,1,6,0.19,1,0,1
18045,32,1,411,11.4,5,0,1
18046,39,1,12,0.34,1,0,2
18048,75,3,6,0.17,1,0,1
18049,130,3,4,0.12,1,0,0
18050,85,2,3,0.1,1,0,1
18052,95,1,39,1.1,2,0,0
18053,90,2,26,0.73,1,0,1
18054,45,1,9,0.45,1,0,1
18055,60,1,8,0.22,1,0,1
18056,119,30,12,0.38,16,0,0
18057,150,3,10,0.37,1,0,0
18058,295,7,12,0.78,2,3,0
18060,130,2,4,0.11,1,0,1
18061,70,1,1,0.03,1,0,1
18062,71,1,155,4.34,1,0,0
18063,75,2,1,0.04,1,0,2
18064,85,2,74,2.08,1,0,0
18065,67,3,29,0.84,2,0,1
18066,75,1,5,0.14,1,0,0
18067,79,2,83,2.32,6,0,0
18068,72,1,256,7.1,1,0,0
18069,153,1,1,0.03,1,0,0
18070,60,7,5,0.27,4,0,1
18071,150,5,47,1.69,1,0,0
18072,142,3,15,0.71,1,0,0
18073,55,2,67,1.9,1,0,1
18074,249,9,19,0.66,1,3,0
18075,111,2,73,2.06,3,0,0
18076,179,4,13,0.38,1,3,0
18077,65,2,24,0.71,3,0,1
18078,63,2,36,3.06,1,0,1
18079,90,12,1,0.03,2,0,1
18080,143,4,1,0.03,1,0,0
18081,85,2,10,0.28,1,0,1
18082,67,1,86,2.5,1,0,1
18083,45,1,87,2.5,15,0,1
18085,150,6,9,0.26,1,0,0
18086,175,2,3,0.08,1,3,0
18087,90,2,80,2.35,1,0,1
18089,100,2,3,0.09,1,0,0
18090,53,1,85,2.39,1,0,1
18092,250,3,80,2.23,1,3,0
18094,85,2,3,0.09,1,0,1
18095,45,2,1,0.03,1,0,1
18096,65,7,1,0.03,1,0,0
18097,160,3,57,1.63,1,0,0
18102,100,1,11,0.31,1,0,1
18103,74,2,8,0.22,1,0,1
18104,50,1,39,1.11,1,0,1
18105,75,3,209,5.87,1,0,0
18106,150,4,1,0.08,1,0,0
18107,30,6,1,0.03,1,0,1
18108,200,1,10,0.28,1,3,0
18109,67,2,103,2.94,2,0,1
18110,153,3,17,0.48,1,0,0
18112,98,10,62,1.78,2,0,1
18114,215,1,49,1.42,1,3,0
18115,60,1,1,0.03,1,0,1
18116,100,3,12,0.34,1,0,1
18117,131,2,27,0.76,2,0,0
18118,120,1,237,6.62,1,0,0
18119,75,1,16,0.46,1,0,1
18120,79,29,4,0.42,2,0,0
18121,120,3,53,1.53,2,0,1
18122,228,1,1,0.03,1,3,0
18123,85,1,2,0.06,2,0,1
18124,115,8,24,0.69,1,0,0
18125,130,1,78,2.17,1,0,0
18126,109,1,25,0.75,1,0,0
18128,200,2,13,0.37,1,3,0
18130,180,4,43,1.22,1,3,0
18131,35,30,1,0.05,18,0,2
18132,140,5,17,0.49,1,0,0
18133,110,1,84,2.35,1,0,1
18134,75,2,5,0.14,1,0,0
18135,50,15,2,0.06,1,0,1
18136,89,2,1,0.04,1,0,1
18137,175,30,5,0.16,91,3,0
18140,150,3,18,0.53,1,0,0
18141,96,2,1,0.03,1,0,0
18143,210,2,11,0.32,1,3,0
18144,221,2,78,2.24,1,3,0
18145,150,4,69,1.93,1,0,0
18146,350,2,16,0.47,1,3,0
18147,65,1,45,1.3,2,0,1
18148,325,2,87,2.45,1,3,0
18149,407,30,12,0.34,1,3,0
18150,60,20,4,0.11,1,0,1
18151,91,1,1,0.03,2,0,1
18152,41,1,2,0.06,1,0,1
18153,215,30,1,0.05,87,3,0
18154,57,2,1,0.03,1,0,1
18155,65,30,11,0.31,2,0,1
18156,149,2,102,4.27,1,0,0
18157,70,3,23,0.66,1,0,1
18158,290,3,59,1.67,1,3,0
18159,70,1,60,1.74,1,0,1
18160,90,1,10,0.28,1,0,1
18161,150,4,2,0.06,1,0,0
18162,100,2,1,0.03,1,0,1
18164,224,30,2,0.08,1,3,0
18168,125,4,1,0.03,1,0,0
18169,49,2,77,2.17,1,0,0
18170,700,5,23,0.68,1,1,0
18171,650,1,3,0.08,1,1,0
18172,150,2,42,1.61,1,0,0
18173,50,20,46,1.34,3,0,1
18174,55,2,7,0.2,1,0,1
18175,90,2,3,0.1,1,0,0
18178,349,2,6,0.17,1,3,0
18180,100,2,152,4.29,1,0,0
18181,115,2,8,0.23,1,0,0
18182,150,3,119,3.45,2,0,0
18184,55,1,102,2.98,13,0,1
18185,49,2,105,2.94,3,0,1
18186,95,2,44,1.27,1,0,1
18187,75,2,57,1.64,1,0,1
18188,45,2,10,0.29,3,0,2
18190,199,5,22,0.62,1,3,0
18191,195,1,109,3.21,1,3,0
18192,349,3,38,1.08,1,3,0
18193,270,2,113,3.21,1,3,0
18196,159,2,1,0.03,1,0,0
18197,196,30,1,0.03,96,3,0
18198,103,1,3,0.08,1,0,2
18199,92,4,18,0.52,1,0,1
18200,150,3,37,1.04,1,0,0
18201,294,5,150,4.19,1,3,0
18202,110,4,36,1.05,1,0,0
18203,76,7,40,1.15,1,0,0
18204,180,2,115,3.34,2,3,0
18205,100,2,46,1.34,2,0,0
18207,120,5,1,0.09,2,0,0
18208,90,1,15,0.42,2,0,1
18209,130,1,83,2.34,1,0,0
18210,84,2,84,2.39,1,0,0
18211,50,3,98,2.77,2,0,1
18212,76,2,75,4.39,1,0,0
18213,316,3,74,2.19,1,3,0
18214,115,2,32,0.91,1,0,0
18215,325,1,2,0.06,1,3,0
18216,160,2,130,3.72,2,0,0
18217,47,2,39,1.12,2,0,1
18218,200,3,9,0.26,1,3,0
18219,200,4,9,0.26,1,3,0
18220,75,7,12,0.35,2,0,1
18221,39,3,13,0.38,1,0,1
18222,300,6,3,0.1,1,3,0
18223,489,7,8,0.22,1,1,0
18224,150,2,3,0.08,3,0,0
18225,65,1,152,4.67,1,0,0
18226,120,4,139,3.98,3,0,0
18227,80,1,117,3.34,1,0,1
18228,53,2,40,1.15,1,0,1
18229,200,3,16,0.48,1,3,0
18230,50,3,100,2.81,2,0,1
18231,150,2,13,0.36,1,0,0
18232,120,2,154,4.47,1,0,1
18233,175,2,41,1.18,1,3,1
18234,49,30,11,0.32,1,0,0
18235,59,2,4,0.29,5,0,1
18236,79,3,13,0.39,1,0,1
18237,195,2,12,0.41,1,3,0
18238,249,3,99,2.87,2,3,0
18239,53,1,42,1.19,3,0,1
18240,189,1,22,0.67,1,3,1
18241,60,2,38,1.07,2,0,1
18242,135,2,73,2.11,1,0,0
18243,75,2,110,3.18,2,0,1
18245,120,2,13,0.37,1,0,0
18246,100,5,4,0.17,1,0,1
18247,95,3,61,1.73,2,0,1
18248,185,1,2,0.06,1,3,0
18249,99,5,15,0.45,1,0,0
18250,180,4,94,2.72,1,3,0
18251,350,5,24,0.7,1,3,0
18252,69,1,4,0.12,1,0,1
18253,50,2,41,1.15,1,0,1
18254,144,2,113,3.18,3,0,0
18255,85,4,9,0.25,1,0,0
18256,100,5,13,1.04,1,0,0
18257,240,5,52,1.54,1,3,0
18258,125,1,3,0.09,2,0,0
18259,165,2,22,0.65,1,3,0
18260,145,3,88,2.56,1,0,0
18262,65,1,1,0.03,1,0,1
18263,60,3,52,1.49,2,0,1
18264,122,2,128,3.65,1,0,0
18266,42,1,95,2.69,11,0,1
18267,55,6,7,0.54,1,0,1
18268,115,2,7,0.21,1,0,0
18269,95,1,9,0.25,1,0,0
18270,113,2,167,4.71,2,0,0
18271,185,4,10,0.28,1,3,0
18272,34,30,14,0.41,2,0,1
18273,80,3,90,2.53,3,0,1
18274,50,1,55,1.54,3,0,2
18275,55,3,89,2.53,1,0,1
18276,110,5,2,0.06,1,0,0
18277,115,5,65,1.84,1,0,1
18278,239,3,17,0.49,2,3,0
18279,63,2,8,0.31,1,0,1
18280,295,2,42,1.29,1,3,0
18282,125,4,55,1.59,1,0,1
18283,175,2,28,0.92,1,3,0
18284,90,1,10,0.28,4,0,2
18285,75,3,3,0.09,1,0,1
18286,99,2,154,4.38,1,0,0
18287,118,3,10,0.29,1,0,1
18288,75,2,50,1.46,1,0,1
18289,105,3,24,0.68,1,0,0
18290,56,7,69,1.96,2,0,1
18291,125,12,24,0.69,1,0,1
18292,80,2,8,0.23,3,0,1
18293,110,3,7,0.2,1,0,0
18294,75,1,24,0.69,2,0,1
18295,60,2,15,0.42,1,0,1
18296,55,1,20,0.63,4,0,1
18297,60,2,2,0.06,1,0,1
18298,200,4,9,0.25,1,3,1
18299,49,1,13,0.37,1,0,1
18300,200,2,93,2.68,1,3,0
18301,40,2,84,2.45,2,0,1
18303,75,2,12,0.35,1,0,0
18304,45,2,24,0.68,1,0,1
18305,245,30,12,0.37,6,3,0
18306,120,3,36,1.06,1,0,0
18307,51,6,5,0.22,2,0,1
18308,83,1,110,3.46,4,0,1
18309,55,2,1,0.03,1,0,1
18310,85,2,47,1.32,1,0,1
18311,109,30,5,0.15,31,0,0
18312,85,2,8,0.23,2,0,1
18313,179,30,2,0.06,96,3,0
18314,95,30,7,0.2,1,0,1
18315,95,2,47,1.34,1,0,0
18316,170,3,87,2.48,1,3,0
18317,110,1,75,2.14,1,0,0
18318,111,2,2,0.08,1,0,0
18319,125,1,1,0.03,1,0,1
18321,54,3,71,2.01,1,0,1
18322,79,1,39,1.11,2,0,1
18323,80,2,166,4.68,1,0,1
18324,89,4,31,4.72,3,0,1
18325,175,3,1,0.03,1,3,0
18326,85,1,188,5.3,5,0,1
18327,38,15,8,0.23,2,0,1
18328,38,1,97,2.73,2,0,1
18329,29,1,63,1.78,2,0,1
18330,45,2,5,0.14,1,0,1
18331,229,2,3,0.09,1,3,0
18332,147,2,47,1.34,1,0,0
18333,35,1,61,1.72,4,0,1
18335,154,2,143,4.11,1,0,0
18336,250,120,2,0.09,1,3,0
18337,150,4,10,0.29,1,0,0
18338,65,1,6,0.17,1,0,1
18339,250,1,180,5.07,1,3,0
18340,99,4,75,2.16,1,0,0
18341,45,8,4,0.11,1,0,1
18342,105,2,11,0.53,1,0,1
18343,45,3,101,2.89,2,0,1
18344,180,3,16,0.47,1,3,0
18345,130,2,111,3.19,1,0,0
18347,77,4,93,2.69,1,0,0
18348,450,1,1,0.03,2,1,1
18349,85,2,123,4.09,1,0,1
18350,67,3,97,2.75,1,0,1
18351,58,2,78,2.22,1,0,1
18352,149,3,19,0.56,1,0,1
18353,150,2,29,0.84,1,0,0
18354,80,1,15,0.42,1,0,1
18355,80,1,15,0.43,1,0,1
18356,2500,30,4,0.13,11,4,0
18357,130,2,11,0.32,1,0,0
18358,150,2,2,0.06,1,0,0
18359,180,1,36,1.05,1,3,0
18360,125,4,37,1.05,1,0,0
18361,150,2,9,0.26,2,0,1
18362,89,12,3,0.1,2,0,1
18363,42,1,4,0.12,1,0,2
18364,40,3,5,0.14,1,0,1
18365,70,3,72,2.04,1,0,1
18366,200,90,4,0.4,1,3,0
18367,64,2,1,0.03,1,0,1
18368,75,14,10,0.45,1,0,1
18369,180,4,64,2.0,3,3,0
18371,139,5,120,3.91,1,0,1
18372,149,2,121,3.5,1,0,1
18373,85,3,99,3.09,1,0,1
18374,92,1,2,0.06,1,0,1
18375,129,7,10,0.29,1,0,0
18376,150,2,1,0.03,1,0,0
18377,125,1,24,0.7,1,0,1
18378,100,4,2,0.32,1,0,1
18379,198,3,15,0.43,1,3,0
18380,239,30,1,0.05,121,3,0
18382,215,1,76,2.16,1,3,0
18383,100,5,83,2.5,1,0,0
18384,180,2,2,0.06,1,3,0
18385,150,30,8,0.24,1,0,0
18386,199,3,169,4.8,1,3,0
18387,99,2,26,0.76,1,0,1
18388,40,1,81,2.32,2,0,1
18389,199,30,32,0.91,1,3,0
18390,69,5,80,2.26,2,0,1
18392,110,30,4,0.12,4,0,0
18393,100,4,20,0.57,1,0,0
18395,310,30,1,0.04,96,3,0
18396,110,1,208,5.89,5,0,1
18397,165,2,37,1.08,1,3,0
18398,85,3,55,1.56,3,0,1
18399,65,2,14,0.44,2,0,1
18400,149,30,2,0.06,12,0,0
18401,252,2,16,0.49,13,3,0
18402,130,120,2,0.06,2,0,1
18404,75,2,85,2.42,1,0,1
18405,75,5,4,0.14,2,0,1
18406,125,2,70,2.01,1,0,0
18407,650,2,6,0.42,2,1,0
18408,115,1,129,3.78,10,0,0
18409,90,2,28,0.82,1,0,1
18410,249,7,70,2.03,1,3,0
18411,140,6,9,0.26,1,0,0
18412,795,4,26,0.8,1,1,0
18413,27,1,16,0.71,6,0,2
18414,105,2,51,1.48,1,0,0
18415,30,3,23,0.66,4,0,1
18417,65,3,19,0.55,4,0,1
18418,65,3,42,1.22,4,0,1
18419,55,2,1,0.03,1,0,1
18421,100,3,87,2.52,1,0,0
18423,73,15,2,0.06,1,0,0
18424,289,2,74,2.09,1,3,0
18425,75,1,10,0.29,1,0,1
18426,100,3,1,0.05,1,0,1
18427,120,10,3,0.09,1,0,0
18428,45,5,23,0.66,6,0,1
18430,155,4,31,0.91,1,0,0
18431,60,3,60,1.71,2,0,0
18433,30,25,15,0.43,4,0,2
18435,330,30,1,0.05,96,3,0
18436,300,2,73,2.14,1,3,0
18437,65,2,52,1.93,1,0,1
18438,200,10,4,0.12,1,3,0
18439,85,3,7,0.2,1,0,0
18440,139,30,4,0.11,1,0,0
18441,135,3,39,1.12,1,0,0
18443,140,1,34,0.98,1,0,0
18444,185,2,15,0.44,1,3,0
18445,74,5,7,0.2,1,0,0
18446,162,5,22,0.64,1,3,0
18447,185,5,53,1.53,1,3,0
18448,400,1,2,0.06,2,3,2
18449,160,3,12,0.36,3,3,0
18450,98,60,28,0.82,1,0,0
18451,95,1,23,0.66,2,0,1
18452,59,1,9,0.27,1,0,0
18453,200,2,22,0.64,1,3,0
18454,200,2,2,0.06,1,3,0
18455,100,7,26,0.75,1,0,0
18456,499,30,70,2.04,1,1,0
18457,189,2,164,4.72,1,3,0
18458,185,2,25,0.71,2,3,1
18459,79,3,28,0.8,1,0,1
18460,149,30,84,2.43,4,0,1
18462,105,5,4,0.12,1,0,1
18463,45,3,5,0.15,1,0,1
18464,125,3,38,1.1,2,0,0
18465,95,6,2,0.06,1,0,1
18467,30,14,1,0.03,1,0,1
18468,175,4,7,0.21,1,3,1
18469,149,2,28,0.83,2,0,0
18470,189,30,1,1.0,121,3,0
18471,95,5,1,0.03,3,0,1
18472,61,1,5,0.15,2,0,2
18474,80,1,37,1.05,1,0,2
18475,99,3,3,0.13,1,0,1
18476,84,2,1,0.03,1,0,1
18477,125,1,19,0.55,1,0,0
18479,107,3,82,2.34,1,0,0
18480,190,3,9,0.28,1,3,0
18481,125,2,24,0.68,1,0,0
18482,45,1,38,1.11,1,0,1
18484,174,5,6,0.28,1,3,0
18485,170,1,127,3.61,1,3,0
18486,200,1,2,0.06,1,3,0
18487,250,60,4,0.12,1,3,0
18488,95,4,9,0.26,1,0,1
18489,250,2,66,1.94,1,3,1
18490,80,2,2,0.06,2,0,1
18491,160,2,2,0.06,2,3,0
18492,45,2,1,0.03,1,0,1
18493,70,21,1,0.03,1,0,0
18494,75,1,22,0.63,7,0,1
18495,35,3,2,0.06,1,0,1
18496,200,5,21,0.6,2,3,0
18497,95,3,13,0.38,1,0,0
18498,250,4,4,0.12,1,3,0
18499,275,4,29,0.83,2,3,0
18500,70,2,90,2.57,3,0,1
18501,30,7,1,0.03,1,0,1
18502,289,3,5,0.53,1,3,0
18503,375,1,34,0.98,1,3,0
18504,129,1,198,5.63,1,0,0
18506,81,1,10,0.29,1,0,1
18507,75,1,2,0.12,1,0,1
18508,250,2,3,0.13,1,3,0
18509,99,5,42,1.21,2,0,1
18510,225,5,18,0.58,2,3,0
18511,106,1,63,1.84,2,0,1
18512,55,5,37,1.16,2,0,1
18514,279,3,5,0.15,1,3,0
18515,94,1,11,0.31,1,0,0
18516,220,3,12,0.39,1,3,0
18517,110,4,75,2.26,1,0,0
18518,275,4,24,0.7,1,3,0
18519,999,2,1,0.03,1,1,0
18520,125,1,37,1.06,1,0,1
18521,90,3,5,0.15,1,0,1
18522,122,5,13,0.42,1,0,0
18523,60,3,89,2.59,2,0,1
18524,99,1,187,5.43,2,0,0
18525,48,2,91,2.6,4,0,1
18526,159,30,7,0.25,91,3,0
18527,117,30,7,0.22,91,0,0
18528,45,1,4,0.34,1,0,1
18529,100,2,11,2.02,1,0,1
18530,40,4,23,0.73,1,0,1
18531,175,7,26,0.8,1,3,0
18532,40,1,19,0.9,1,0,1
18533,85,1,113,3.25,3,0,0
18534,100,75,6,0.17,3,0,1
18535,195,4,17,0.49,1,3,0
18536,65,1,3,0.09,1,0,2
18537,250,4,61,1.89,1,3,0
18538,170,3,120,3.51,2,3,0
18539,440,30,1,0.05,1,1,0
18540,58,3,106,3.06,1,0,1
18541,45,7,5,0.14,1,0,1
18542,65,1,25,0.72,1,0,1
18543,299,2,35,1.02,1,3,0
18544,100,1,1,0.11,1,0,1
18545,99,1,14,0.41,1,0,1
18546,120,4,2,0.06,1,0,1
18547,149,30,86,2.51,4,0,0
18548,150,2,154,4.5,1,0,0
18549,100,2,1,0.03,1,0,0
18550,60,30,1,0.03,2,0,1
18551,153,3,82,2.42,1,0,0
18552,50,1,15,0.44,1,0,1
18553,172,2,20,0.58,1,3,0
18554,109,1,176,5.07,2,0,0
18555,180,2,100,2.9,2,3,0
18556,60,1,55,1.59,1,0,1
18557,175,20,11,0.32,3,3,0
18558,98,2,1,0.03,1,0,1
18560,199,29,2,0.07,31,3,0
18561,75,2,1,0.03,1,0,1
18562,125,2,122,3.53,1,0,0
18566,100,2,93,2.78,2,0,1
18567,225,5,16,0.47,1,3,0
18568,120,1,3,0.09,1,0,1
18569,295,2,78,2.27,1,3,0
18570,160,3,21,0.6,1,0,0
18571,40,3,2,0.06,1,0,1
18573,110,1,40,1.16,3,0,1
18574,43,32,32,0.93,3,0,1
18575,50,3,59,1.71,1,0,1
18576,85,93,19,0.54,1,0,0
18577,56,2,79,2.38,1,0,1
18578,73,2,137,3.94,1,0,1
18579,175,3,37,1.06,1,3,1
18580,49,2,71,3.1,3,0,1
18582,672,2,23,0.87,13,1,0
18583,44,2,36,1.03,3,0,1
18584,130,1,3,0.45,1,0,1
18585,132,4,92,2.69,1,0,0
18586,55,1,54,2.14,4,0,1
18587,250,1,13,0.37,1,3,0
18588,300,4,24,0.7,1,3,0
18589,35,1,35,1.0,1,0,1
18590,100,4,42,1.37,1,0,1
18591,175,30,4,0.14,15,3,0
18592,75,1,205,5.89,6,0,1
18594,60,2,42,1.23,1,0,1
18595,47,2,60,1.71,1,0,1
18596,200,2,3,0.29,1,3,0
18597,60,2,159,4.56,1,0,1
18598,50,1,31,0.91,3,0,1
18599,100,3,2,0.06,1,0,0
18600,80,28,9,0.26,1,0,0
18601,125,5,91,2.63,1,0,1
18602,125,2,32,0.91,1,0,0
18603,78,1,46,1.38,2,0,2
18604,75,1,86,2.63,2,0,1
18605,150,1,144,4.13,2,0,0
18606,100,2,165,4.77,2,0,1
18609,145,2,133,3.83,1,0,0
18610,180,4,17,0.67,1,3,0
18611,99,100,1,0.03,1,0,2
18612,120,2,157,4.54,1,0,1
18614,90,3,86,2.47,2,0,1
18615,99,3,3,0.16,2,0,1
18616,55,20,3,0.09,1,0,1
18617,55,30,85,2.45,4,0,1
18618,80,1,16,0.51,1,0,1
18619,40,30,84,2.53,4,0,1
18620,133,30,2,0.15,91,0,0
18621,175,30,4,0.21,91,3,0
18622,163,2,33,1.08,1,3,0
18623,250,5,7,0.2,1,3,0
18624,117,30,7,0.23,8,0,0
18625,295,30,2,0.06,96,3,0
18626,105,2,38,1.09,1,0,1
18627,59,2,7,0.21,2,0,1
18628,60,3,83,2.39,1,0,1
18629,49,1,79,3.01,2,0,0
18630,141,4,33,0.96,1,0,0
18631,59,1,13,0.38,1,0,1
18632,3000,30,8,0.24,11,4,0
18633,50,30,97,2.79,4,0,1
18634,41,14,25,0.75,1,0,1
18635,399,30,3,0.1,121,3,0
18636,189,3,1,0.03,1,3,0
18637,48,3,67,1.95,1,0,1
18638,49,1,1,0.03,1,0,0
18639,175,2,2,0.06,1,3,0
18640,55,14,4,0.12,1,0,1
18641,53,1,4,0.16,1,0,1
18642,80,2,4,0.12,1,0,1
18643,150,7,29,0.86,1,0,0
18644,67,2,8,0.23,2,0,1
18645,80,4,2,0.06,1,0,1
18646,78,1,35,1.01,1,0,1
18647,50,2,10,0.46,1,0,1
18648,120,3,59,1.73,1,0,0
18649,75,1,6,0.17,2,0,1
18650,60,4,3,0.09,1,0,1
18651,75,4,1,0.03,1,0,1
18652,99,1,31,0.89,1,0,0
18653,100,2,16,0.47,1,0,1
18654,95,4,9,0.26,2,0,1
18655,200,30,4,0.21,91,3,0
18656,249,1,6,0.18,4,3,0
18657,33,4,9,0.26,2,0,1
18658,80,2,93,2.69,1,0,1
18659,160,14,4,0.12,1,3,0
18660,50,1,25,2.08,1,0,1
18661,50,2,7,0.21,1,0,1
18662,100,2,1,0.03,1,0,0
18663,33,3,101,2.92,8,0,1
18664,100,1,16,0.46,2,0,1
18667,60,10,1,0.05,1,0,0
18668,89,30,11,0.34,8,0,0
18669,97,3,96,2.8,1,0,1
18670,164,1,8,0.23,1,3,0
18671,57,30,1,0.03,43,0,1
18672,66,1,94,2.71,2,0,0
18674,199,2,15,0.58,1,3,0
18675,52,5,57,1.65,3,0,1
18676,70,30,6,0.18,1,0,1
18677,170,30,17,0.5,1,3,0
18678,62,3,7,0.22,1,0,1
18679,200,6,23,2.23,1,3,0
18680,75,2,3,0.09,1,0,1
18681,200,3,31,0.94,1,3,0
18682,160,2,18,0.52,1,0,0
18683,100,2,7,0.21,1,0,1
18684,100,2,124,3.65,1,0,1
18685,58,1,1,0.03,2,0,1
18687,120,3,2,0.23,1,0,1
18688,95,3,89,2.6,1,0,0
18689,150,30,2,0.06,1,0,0
18690,150,2,145,4.24,2,0,0
18691,95,3,10,0.3,1,0,0
18692,250,30,1,0.03,96,3,0
18693,37,2,1,0.03,1,0,1
18694,75,5,4,0.12,1,0,1
18695,67,2,87,2.51,1,0,1
18696,59,1,7,0.2,2,0,1
18697,227,30,2,0.06,1,3,0
18698,160,3,4,0.28,1,3,0
18699,125,2,96,2.82,5,0,0
18700,50,3,14,0.41,4,0,1
18701,80,2,83,2.42,1,0,0
18702,225,4,112,3.23,1,3,0
18703,180,1,319,9.24,1,3,1
18704,109,30,6,0.2,8,0,0
18705,100,1,86,2.5,1,0,1
18706,79,30,11,0.35,8,0,0
18707,105,2,9,0.26,2,0,1
18708,125,2,102,3.21,1,0,0
18709,47,2,25,1.13,2,0,1
18710,60,1,19,0.55,2,0,1
18711,120,19,5,0.17,2,0,0
18712,195,2,90,2.59,1,3,0
18713,60,2,2,1.22,2,0,1
18714,99,2,5,0.15,1,0,1
18715,300,3,11,0.32,1,3,0
18716,250,1,62,1.79,5,3,0
18717,105,4,18,0.52,1,0,0
18719,27,2,16,0.48,2,0,2
18720,65,30,7,0.21,2,0,1
18721,42,3,6,0.18,2,0,1
18722,100,4,1,0.03,1,0,1
18723,120,1,9,0.35,4,0,1
18724,199,3,19,0.56,2,3,0
18725,85,3,49,1.46,1,0,1
18726,135,30,108,3.12,2,0,0
18727,50,1,1,0.03,1,0,2
18728,120,1,87,2.53,3,0,1
18729,160,3,2,0.06,1,3,0
18730,120,1,25,0.75,4,0,1
18731,120,1,24,0.71,4,0,1
18732,100,1,51,1.48,4,0,2
18734,72,1,2,0.06,1,0,1
18736,72,1,96,3.13,2,0,1
18737,200,1,4,0.12,1,3,0
18738,48,2,11,0.32,1,0,1
18739,95,2,27,0.79,1,0,0
18740,800,13,2,0.14,1,1,0
18741,49,3,1,0.03,1,0,1
18742,65,4,48,1.38,3,0,1
18743,129,2,26,0.76,2,0,1
18744,113,3,27,0.78,1,0,1
18745,100,1,197,5.81,1,0,0
18746,175,3,29,0.85,1,3,0
18747,575,4,6,0.19,1,1,0
18748,135,2,6,0.17,1,0,0
18749,200,5,41,1.2,1,3,1
18750,152,3,132,4.13,2,0,0
18751,140,2,115,3.34,1,0,0
18752,800,1,1,0.04,1,1,0
18753,95,4,101,2.94,1,0,1
18754,80,30,8,0.26,8,0,0
18755,215,3,88,2.59,1,3,0
18756,140,2,83,2.4,2,0,0
18757,110,29,9,0.26,1,0,0
18758,100,2,9,0.26,1,0,0
18759,100,3,2,0.06,2,0,1
18760,94,3,5,0.14,1,0,0
18761,76,3,9,0.97,1,0,1
18762,150,2,51,1.48,1,0,0
18763,195,2,48,1.41,1,3,0
18764,49,25,5,0.15,10,0,1
18765,500,1,5,0.15,1,1,0
18766,45,10,1,0.03,2,0,1
18767,50,1,54,1.56,8,0,1
18768,295,4,2,0.09,1,3,0
18769,65,1,3,0.09,1,0,1
18770,90,1,80,2.32,1,0,0
18771,71,5,6,0.18,2,0,1
18772,155,7,19,0.56,5,0,0
18773,40,1,6,0.17,2,0,1
18774,50,2,4,0.12,1,0,0
18775,50,1,9,0.26,2,0,1
18776,199,30,1,0.05,121,3,0
18777,136,2,7,2.84,1,0,0
18778,80,30,10,0.32,8,0,0
18779,65,1,1,0.04,1,0,1
18780,200,1,4,0.15,1,3,0
18781,148,2,16,0.49,1,0,0
18782,100,2,10,0.29,1,0,1
