,suit1,card1,suit2,card2,suit3,card3,suit4,card4,labels,cluster
12287,3,4,3,5,4,7,4,1,0,6
12288,3,1,4,11,2,5,3,6,0,0
12289,1,6,4,1,1,13,2,6,0,0
12290,1,2,1,7,2,5,2,11,0,2
12291,3,8,1,6,3,5,1,11,0,4
12292,1,8,3,13,1,4,2,12,0,1
12293,1,6,2,10,3,6,3,11,0,5
12294,2,13,4,5,2,4,4,7,0,0
12295,1,11,4,3,4,8,3,5,0,0
12296,3,9,3,8,2,12,3,13,0,6
12297,2,7,4,8,1,2,3,5,0,0
12298,2,7,2,12,4,12,3,2,0,5
12299,3,8,1,9,4,6,1,13,0,4
12300,1,6,4,10,2,7,2,2,0,0
12301,3,3,4,4,3,9,4,11,0,0
12302,2,11,1,8,3,2,4,5,0,5
12303,4,4,4,9,4,2,2,7,0,0
12304,1,4,4,13,2,7,1,5,0,0
12305,1,4,2,2,1,5,1,2,0,2
12306,2,13,1,10,1,5,3,13,0,2
12307,2,2,3,12,2,9,3,4,0,6
12308,1,10,3,7,2,13,1,12,0,6
12309,4,11,1,1,2,1,2,12,0,3
12310,3,7,1,7,3,1,1,4,0,4
12311,4,7,2,4,1,10,2,6,0,3
12312,1,11,2,3,2,13,2,12,0,2
12313,2,4,3,13,2,9,1,12,0,6
12314,4,7,1,5,2,1,1,12,0,3
12315,4,7,1,11,1,3,3,8,0,7
12316,1,1,4,9,3,2,4,6,0,0
12317,4,12,3,1,2,7,2,5,0,6
12318,4,7,2,2,2,3,1,3,0,3
12319,4,8,2,2,3,12,1,10,0,4
12320,4,10,2,7,1,2,1,5,0,3
12321,3,5,2,13,4,11,1,13,1,4
12322,3,12,3,8,1,6,3,13,0,1
12323,1,1,1,13,3,6,1,9,0,8
12324,4,4,4,13,4,9,3,9,0,0
12325,1,13,1,9,4,9,3,2,0,5
12326,4,1,3,11,2,4,2,1,0,6
12327,4,12,2,12,1,12,3,7,1,3
12328,2,1,2,7,3,9,2,13,0,8
12329,1,12,1,9,4,9,2,13,0,8
12330,3,4,4,2,1,12,3,12,0,0
12331,3,7,3,9,4,4,3,12,0,6
12332,2,8,4,2,4,1,3,6,0,0
12333,4,10,1,1,2,8,3,11,0,7
12334,1,7,2,2,4,6,3,2,0,5
12335,2,5,2,13,3,13,3,8,0,5
12336,3,8,2,10,3,7,4,5,0,7
12337,1,12,3,7,1,10,1,9,0,1
12338,4,1,3,3,3,9,4,9,0,6
12339,1,2,1,6,3,12,3,6,0,5
12340,4,5,4,11,4,13,3,13,0,0
12341,3,10,1,4,2,1,2,5,0,3
12342,2,4,4,12,3,13,2,6,0,0
12343,4,12,3,1,3,10,1,8,0,6
12344,1,4,1,2,4,7,1,13,0,8
12345,4,11,2,13,1,8,3,1,0,3
12346,3,2,2,1,1,10,3,1,0,7
12347,2,3,2,1,4,1,3,11,0,5
12348,4,4,1,7,4,12,2,13,0,4
12349,2,7,3,5,4,6,4,12,0,6
12350,4,13,2,13,1,1,3,5,0,3
12351,2,13,1,6,2,7,4,2,0,5
12352,3,5,4,8,2,4,1,4,0,0
12353,2,4,2,3,1,13,2,8,0,2
12354,3,2,2,5,1,2,4,12,0,7
12355,3,1,4,1,2,3,2,12,0,0
12356,3,3,4,12,4,11,1,9,0,0
12357,2,4,4,6,4,10,2,7,0,0
12358,3,3,4,6,4,8,4,7,0,0
12359,1,3,2,3,2,5,2,13,0,2
12360,3,5,2,7,1,11,3,13,0,3
12361,3,9,1,2,4,13,3,11,0,7
12362,1,8,3,11,2,2,3,10,0,6
12363,2,8,3,5,1,7,1,10,0,1
12364,1,13,3,7,1,3,2,12,0,1
12365,1,11,4,7,4,12,1,6,0,0
12366,2,3,1,3,3,6,4,1,0,5
12367,2,12,1,13,4,7,4,1,0,5
12368,3,9,4,11,3,11,1,8,0,0
12369,1,8,3,3,4,10,2,13,0,6
12370,2,9,4,9,1,1,4,2,0,0
12371,4,3,2,1,1,5,4,11,0,7
12372,2,8,1,5,3,6,3,1,0,5
12373,3,7,2,5,4,2,4,9,0,7
12374,1,6,1,4,3,9,1,11,0,8
12375,2,6,4,11,1,2,3,5,0,0
12376,1,4,3,5,2,11,4,2,0,1
12377,4,13,3,2,3,11,2,6,0,6
12378,3,3,4,1,4,10,1,9,0,0
12379,3,5,3,4,4,9,2,13,0,6
12380,3,1,4,12,3,5,2,5,0,0
12381,2,4,3,2,1,6,3,5,0,1
12382,3,10,4,5,4,10,4,7,0,0
12383,2,10,1,3,1,9,3,9,0,2
12384,4,6,2,12,2,10,2,1,0,3
12385,1,2,1,8,2,12,4,8,0,5
12386,1,1,4,1,3,9,3,5,0,0
12387,2,11,4,10,1,4,2,7,0,0
12388,3,6,1,2,2,11,2,10,0,3
12389,3,12,3,5,3,10,2,12,0,6
12390,3,8,1,13,2,1,2,10,0,3
12391,1,2,3,6,1,4,3,8,0,1
12392,3,9,4,11,4,2,4,9,0,0
12393,1,13,1,1,1,3,2,6,0,2
12394,2,6,4,3,3,10,4,6,0,0
12395,4,8,2,4,4,6,3,10,0,7
12396,1,9,1,8,2,13,1,13,0,2
12397,3,12,3,10,4,10,4,9,0,6
12398,1,2,3,9,3,4,2,5,0,6
12399,3,6,2,7,4,13,4,3,0,7
12400,4,11,1,9,4,7,2,13,0,4
12401,2,13,2,5,3,8,1,11,0,8
12402,3,5,1,4,4,8,1,9,0,4
12403,2,9,4,12,3,4,4,8,0,0
12404,4,5,2,2,4,6,4,8,0,7
12405,2,6,3,3,1,5,3,10,0,1
12406,3,2,4,13,4,7,4,3,0,0
12407,2,8,4,4,1,1,2,12,0,0
12408,1,7,2,1,2,10,4,4,0,5
12409,2,9,1,10,2,5,2,12,0,2
12410,1,13,4,9,3,12,3,6,0,0
12411,3,12,3,1,3,13,4,3,0,6
12412,4,5,2,13,2,12,2,4,0,3
12413,3,13,3,12,2,10,3,3,0,6
12414,2,3,2,10,4,4,1,1,0,8
12415,2,8,2,12,1,9,3,13,0,5
12416,1,4,3,1,3,13,4,11,0,6
12417,2,4,3,5,4,10,4,13,0,6
12418,4,8,4,9,1,3,4,2,0,0
12419,1,8,1,1,3,3,1,12,0,8
12420,3,13,2,1,2,2,1,3,0,3
12421,1,8,3,7,3,12,3,2,0,6
12422,2,9,4,13,2,12,4,2,0,0
12423,1,4,2,4,1,7,2,3,0,2
12424,2,8,3,6,1,7,1,3,0,1
12425,2,6,1,13,4,1,2,5,0,8
12426,3,4,1,7,2,13,3,3,0,7
12427,1,6,1,13,2,6,3,6,1,5
12428,1,6,4,4,4,13,2,6,0,0
12429,1,4,4,5,2,3,2,1,0,0
12430,4,13,1,13,2,10,3,1,0,7
12431,3,5,2,11,3,6,2,12,0,4
12432,2,4,1,3,3,5,4,7,0,5
12433,3,11,4,11,3,9,2,6,0,0
12434,3,5,2,5,3,3,3,9,0,7
12435,3,13,4,7,2,9,4,9,0,0
12436,3,7,2,13,1,1,3,5,0,3
12437,3,8,2,9,4,13,2,10,0,4
12438,4,6,1,13,1,2,4,10,0,7
12439,1,1,3,7,1,13,2,3,0,1
12440,1,9,3,12,1,3,3,5,0,1
12441,4,10,2,9,2,2,1,4,0,3
12442,1,4,3,3,2,3,4,13,1,6
12443,3,12,2,6,3,10,2,4,0,4
12444,4,10,3,1,2,10,2,9,0,6
12445,4,9,3,8,3,9,4,2,0,6
12446,4,7,2,13,2,1,1,12,0,3
12447,2,12,1,7,2,7,3,3,0,5
12448,2,10,3,1,3,9,4,5,0,6
12449,2,11,4,11,1,6,3,10,0,0
12450,1,3,2,12,3,6,3,7,0,5
12451,1,2,1,6,3,5,2,12,0,8
12452,1,3,3,6,4,10,3,8,0,6
12453,3,1,2,4,1,3,3,4,0,7
12454,4,10,1,7,3,3,2,1,0,4
12455,4,2,3,8,1,1,1,12,0,1
12456,3,6,1,4,1,9,3,9,0,3
12457,1,6,3,6,4,11,3,8,0,6
12458,2,6,2,5,1,3,4,3,0,5
12459,1,3,2,12,1,9,2,1,0,2
12460,2,9,4,4,1,9,2,7,0,0
12461,1,9,4,7,3,7,3,8,1,0
12462,3,2,1,3,4,5,3,8,0,7
12463,4,8,2,11,4,12,1,7,0,4
12464,2,9,4,4,2,5,4,1,0,0
12465,4,12,1,1,3,1,1,3,0,4
12466,4,6,3,7,3,5,3,4,0,6
12467,3,10,3,2,1,9,3,3,0,1
12468,3,2,3,4,4,11,1,8,0,6
12469,3,5,1,1,4,5,2,13,1,4
12470,4,10,2,12,2,13,2,4,0,3
12471,3,5,2,6,1,3,1,9,0,3
12472,4,9,4,7,4,6,4,8,1,0
12473,1,6,4,9,4,7,3,9,0,0
12474,3,8,1,3,3,13,2,1,0,4
12475,3,4,1,12,3,1,1,9,0,4
12476,2,5,3,10,4,7,3,9,0,6
12477,2,8,4,10,1,6,3,2,0,0
12478,1,3,2,4,4,8,1,9,0,8
12479,2,8,1,13,2,10,1,11,0,2
12480,1,5,2,6,4,7,1,11,0,8
12481,3,3,1,10,2,8,4,11,0,7
12482,3,2,3,3,1,6,3,13,0,1
12483,2,11,1,9,2,10,4,4,0,5
12484,1,3,3,12,3,10,4,5,0,6
12485,1,4,2,1,2,5,1,1,0,2
12486,4,8,4,2,2,9,2,4,0,0
12487,2,9,2,3,4,13,4,9,0,5
12488,1,2,2,10,4,9,3,12,0,5
12489,2,12,3,1,2,10,1,3,0,6
12490,2,7,3,5,1,9,2,11,0,1
12491,4,1,1,10,1,9,2,2,0,3
12492,4,4,1,9,2,2,4,1,0,7
12493,1,9,3,2,1,4,1,2,0,1
12494,3,8,2,4,1,12,2,12,0,3
12495,2,10,4,2,1,12,4,1,0,0
12496,4,4,4,12,4,9,1,13,0,0
12497,2,4,4,1,3,4,1,3,0,0
12498,1,2,2,7,1,7,1,13,0,2
12499,1,9,2,12,3,10,3,2,0,5
12500,4,3,1,1,1,10,2,3,0,3
12501,3,5,2,8,2,12,3,2,0,7
12502,2,4,2,3,3,9,1,12,0,8
12503,1,7,2,8,3,8,4,9,0,5
12504,1,6,4,12,3,4,1,4,0,0
12505,1,13,4,12,2,10,2,13,0,0
12506,4,2,2,6,3,3,1,7,0,4
12507,2,5,1,13,1,12,3,1,0,2
12508,4,13,2,6,4,3,1,4,0,4
12509,4,13,2,6,3,7,2,5,0,4
12510,1,11,1,4,1,9,3,7,0,2
12511,2,7,2,9,4,2,3,8,0,5
12512,1,4,1,11,2,1,4,8,0,5
12513,3,1,4,7,2,1,3,6,0,0
12514,3,2,4,4,4,7,3,11,0,0
12515,4,8,1,10,3,3,1,6,0,4
12516,3,10,1,3,2,7,2,1,0,3
12517,2,5,1,6,3,6,4,4,0,5
12518,3,11,1,6,4,8,4,6,0,7
12519,3,9,2,5,1,5,3,3,0,3
12520,2,2,1,1,3,8,4,7,0,5
12521,1,6,1,8,1,5,2,2,0,2
12522,3,2,2,13,1,5,1,7,0,3
12523,2,4,2,9,3,7,2,7,1,8
12524,3,1,3,8,1,10,1,6,0,1
12525,3,3,3,9,1,11,4,3,0,1
12526,4,13,2,5,1,5,1,1,0,3
12527,3,11,1,11,1,10,1,4,0,3
12528,1,2,2,4,1,12,4,10,0,5
12529,3,1,1,7,2,4,1,13,0,3
12530,4,7,2,9,2,12,2,7,0,3
12531,1,7,4,13,1,2,4,2,0,0
12532,1,4,2,1,4,7,3,9,0,5
12533,2,1,4,8,2,2,3,6,0,0
12534,1,12,2,7,4,3,1,4,0,8
12535,1,6,2,12,4,9,4,13,0,5
12536,2,2,2,10,4,8,4,10,0,5
12537,2,11,3,3,2,3,3,9,0,6
12538,2,8,4,8,3,8,1,8,1,0
12539,1,8,2,6,1,11,3,5,0,2
12540,2,2,3,12,1,2,3,10,0,1
12541,4,2,4,8,3,6,2,7,0,0
12542,2,2,1,5,2,8,3,13,0,5
12543,1,8,3,5,3,12,2,4,0,6
12544,2,3,2,12,3,9,1,13,0,8
12545,4,13,2,1,1,11,2,11,0,3
12546,2,7,3,1,2,13,4,12,0,6
12547,4,5,4,13,3,9,2,2,0,0
12548,2,2,4,7,3,1,3,10,0,0
12549,1,6,4,3,3,4,1,12,0,0
12550,2,5,2,2,3,10,4,7,0,5
12551,4,3,1,11,1,8,4,4,0,7
12552,4,11,2,11,3,11,1,11,1,4
12553,3,2,1,12,4,1,4,5,0,7
12554,4,4,2,5,2,9,1,11,0,3
12555,4,5,1,3,4,9,2,12,0,4
12556,1,2,4,4,2,12,4,12,0,0
12557,1,3,2,4,1,13,3,9,0,2
12558,4,8,2,8,3,11,2,13,0,4
12559,3,13,4,10,3,2,2,3,0,0
12560,2,11,4,7,1,13,4,8,0,0
12561,1,5,3,12,2,3,2,4,0,6
12562,2,3,2,5,3,4,4,8,0,5
12563,3,5,2,9,3,9,2,7,0,4
12564,2,7,2,6,4,10,4,12,0,5
12565,3,4,4,10,1,9,1,10,0,0
12566,2,11,2,7,1,4,3,5,0,5
12567,3,2,4,2,3,5,2,13,1,0
12568,4,11,1,2,4,2,4,5,0,7
12569,3,6,1,13,4,10,1,12,0,4
12570,3,4,3,9,2,6,3,3,0,6
12571,1,5,2,11,4,10,4,8,0,5
12572,4,11,3,12,4,6,3,5,0,6
12573,1,10,3,8,1,2,1,5,0,1
12574,4,10,3,10,4,7,4,11,0,6
12575,1,1,1,12,2,2,2,8,0,2
12576,3,8,4,7,2,2,1,8,0,0
12577,2,10,2,1,4,2,1,5,0,8
12578,3,5,2,3,1,1,3,2,0,3
12579,3,13,2,2,4,8,3,3,0,7
12580,3,5,1,11,2,2,4,3,0,7
12581,2,11,2,2,2,10,4,8,0,5
12582,3,1,2,13,2,8,4,2,0,7
12583,3,6,4,4,3,13,1,11,0,0
12584,2,10,3,11,3,9,2,6,0,6
12585,1,1,2,3,2,7,2,6,0,2
12586,2,7,4,5,1,7,4,9,0,0
12587,2,10,4,12,4,1,3,7,0,0
12588,2,5,1,2,2,7,4,11,0,5
12589,3,10,3,8,4,5,4,2,0,6
12590,2,4,4,5,2,5,3,4,0,0
12591,1,4,3,6,3,11,3,2,0,6
12592,2,6,1,3,1,13,4,3,0,5
12593,2,8,3,12,1,1,4,8,0,1
12594,2,9,1,3,3,5,1,10,0,8
12595,3,2,4,10,1,11,3,4,0,0
12596,1,8,2,3,4,3,4,13,0,5
12597,3,12,1,7,3,6,1,10,0,4
12598,3,4,1,3,3,6,3,12,0,7
12599,4,13,4,9,1,8,1,13,0,0
12600,3,3,4,5,2,9,3,13,0,0
12601,2,5,2,7,3,10,1,11,0,8
12602,3,3,1,7,2,10,2,13,0,3
12603,2,4,2,3,2,8,1,6,0,2
12604,1,10,1,6,2,11,1,1,0,2
12605,4,4,4,6,2,3,1,13,0,0
12606,2,11,2,1,4,5,4,12,0,5
12607,4,1,1,5,1,12,3,5,0,7
12608,4,6,2,8,2,9,1,3,0,3
12609,1,5,2,12,3,2,1,10,0,8
12610,4,4,3,1,4,8,2,2,0,6
12611,1,10,3,13,2,12,1,8,0,6
12612,3,13,4,6,2,12,2,5,0,0
12613,3,12,4,2,4,9,4,12,0,0
12614,3,3,1,1,3,8,1,10,0,4
12615,2,9,2,11,2,2,4,4,0,5
12616,1,7,4,6,1,12,3,3,0,0
12617,3,4,2,7,4,4,1,11,0,4
12618,3,4,1,13,3,13,1,10,0,4
12619,2,2,4,9,1,13,1,3,0,0
12620,4,4,2,8,3,9,3,12,0,7
12621,4,1,1,2,1,13,4,2,0,7
12622,4,7,1,3,1,6,4,13,0,7
12623,4,1,1,10,4,4,2,5,0,4
12624,4,12,2,10,3,2,4,4,0,7
12625,3,4,1,4,1,5,3,1,0,7
12626,2,10,1,8,1,12,3,5,0,2
12627,1,3,3,9,3,8,3,7,0,6
12628,2,1,3,12,3,9,2,13,0,6
12629,1,11,1,12,3,7,4,8,0,5
12630,3,12,1,8,2,4,4,3,0,7
12631,3,3,4,8,4,7,3,4,0,0
12632,2,5,1,9,1,2,1,4,0,2
12633,1,7,4,5,1,2,2,13,0,0
12634,4,1,2,6,4,11,3,11,0,7
12635,1,2,3,10,3,8,4,13,0,6
12636,3,3,2,8,2,5,1,2,0,3
12637,3,9,4,12,2,11,1,11,0,0
12638,4,4,1,8,2,5,4,1,0,7
12639,3,13,2,10,1,11,2,12,0,3
12640,3,5,2,5,2,10,4,6,0,7
12641,4,10,1,2,4,13,1,8,0,4
12642,4,9,4,10,1,1,4,13,0,0
12643,3,11,4,8,1,2,3,2,0,0
12644,2,3,2,9,3,8,1,9,0,8
12645,3,4,3,6,1,12,4,9,0,1
12646,2,10,1,4,4,2,1,2,0,8
12647,1,4,4,2,4,11,2,6,0,0
12648,2,1,2,11,1,10,2,9,0,2
12649,1,3,2,4,1,8,4,1,0,5
12650,4,7,2,7,4,13,3,13,0,7
12651,3,5,3,1,3,7,1,4,0,6
12652,2,1,4,6,4,12,4,10,0,0
12653,4,6,4,11,1,10,3,4,0,0
12654,4,7,2,9,1,1,4,9,0,7
12655,2,11,1,7,4,11,1,1,0,8
12656,2,8,4,13,3,8,3,10,0,0
12657,2,13,2,2,1,4,3,6,0,5
12658,4,1,3,7,3,2,1,5,0,6
12659,1,10,3,4,2,1,1,11,0,6
12660,4,10,1,8,2,5,2,2,0,3
12661,4,4,1,5,3,7,1,1,0,4
12662,3,12,2,10,1,7,2,8,0,3
12663,4,4,1,4,4,7,3,7,0,7
12664,3,3,3,8,1,2,3,13,0,1
12665,1,9,1,13,3,1,4,4,0,5
12666,3,13,4,11,2,11,4,12,0,0
12667,2,9,1,6,1,11,3,2,0,2
12668,1,2,4,8,1,1,4,4,0,0
12669,4,10,3,2,4,13,3,7,0,6
12670,3,7,4,2,2,5,3,5,0,0
12671,4,6,4,8,3,4,1,5,0,0
12672,2,9,1,12,4,12,1,2,0,8
12673,4,3,4,8,4,5,2,5,0,0
12674,4,4,4,7,3,4,1,1,0,0
12675,4,10,1,11,2,12,2,5,0,3
12676,1,12,1,11,4,7,1,4,0,8
12677,4,8,1,13,1,9,3,9,0,3
12678,4,5,1,1,1,10,3,3,0,7
12679,4,11,4,8,3,6,2,2,0,0
12680,1,1,1,11,3,5,1,13,0,8
12681,1,4,2,10,2,3,1,12,0,2
12682,4,9,3,5,1,10,1,11,0,1
12683,3,4,2,6,2,11,1,12,0,3
12684,4,4,1,5,2,10,2,5,0,3
12685,4,6,1,4,1,1,3,5,0,7
12686,1,13,2,8,1,3,4,1,0,5
12687,2,1,2,2,4,4,3,1,0,5
12688,3,9,4,6,1,12,3,7,0,0
12689,4,6,3,5,3,8,2,11,0,6
12690,4,11,1,9,1,1,3,7,0,7
12691,1,4,3,4,2,13,4,7,0,1
12692,4,7,4,4,2,1,1,10,0,0
12693,3,7,4,6,4,1,3,6,0,0
12694,1,2,4,1,4,7,2,6,0,0
12695,4,12,2,1,4,8,1,8,0,4
12696,2,3,1,6,1,3,2,4,0,2
12697,2,11,4,2,3,3,4,8,0,0
12698,1,12,4,11,4,9,3,4,0,0
12699,4,1,1,8,3,11,3,9,0,7
12700,1,2,3,9,2,9,3,11,0,6
12701,1,7,2,5,4,12,3,7,0,5
12702,1,7,3,7,4,5,1,3,1,6
12703,2,12,2,11,3,3,2,1,0,8
12704,4,2,4,8,3,13,3,4,0,0
12705,1,12,3,3,3,13,1,8,0,6
12706,3,9,1,10,2,6,3,7,0,7
12707,2,11,1,3,4,9,2,3,0,8
12708,4,8,2,10,4,13,4,6,0,7
12709,4,10,2,7,1,4,3,1,0,7
12710,1,4,1,7,1,6,1,13,0,2
12711,4,12,2,8,1,6,3,8,0,3
12712,2,12,1,7,3,5,3,12,0,5
12713,1,2,4,5,2,5,3,13,0,0
12714,2,13,3,13,4,12,3,12,0,6
12715,3,1,4,8,3,6,1,12,0,0
12716,1,7,3,3,4,7,3,8,0,6
12717,4,7,1,9,2,13,3,5,0,7
12718,3,4,2,8,1,4,1,10,0,3
12719,4,7,4,3,4,13,2,8,0,0
12720,3,10,3,2,1,8,2,10,0,1
12721,1,6,4,6,2,12,2,9,0,0
12722,3,11,4,5,2,12,4,1,0,0
12723,4,5,2,12,1,10,3,2,0,7
12724,1,8,4,3,3,6,1,6,0,0
12725,4,11,3,11,3,4,2,2,0,6
12726,4,4,4,11,1,11,4,3,0,0
12727,3,9,3,10,3,6,2,11,0,6
12728,3,8,4,2,4,3,3,12,0,0
12729,4,3,2,9,4,2,2,3,0,4
12730,1,4,1,2,3,12,4,4,0,5
12731,2,3,1,10,1,13,4,7,0,5
12732,2,5,3,4,1,11,4,4,0,1
12733,1,2,1,11,4,13,3,7,0,5
12734,2,2,1,7,3,3,4,9,0,5
12735,3,4,3,6,4,12,2,9,0,6
12736,1,6,2,12,3,13,1,8,0,8
12737,3,4,1,11,2,6,3,13,0,7
12738,3,13,2,3,2,5,4,7,0,7
12739,4,12,3,9,4,4,2,4,0,6
12740,1,3,1,2,2,12,3,4,0,5
12741,1,7,4,2,4,1,1,10,0,0
12742,1,3,4,3,3,11,4,1,0,0
12743,3,5,1,6,4,7,1,9,0,4
12744,3,6,3,3,2,11,1,11,0,6
12745,1,5,2,3,2,6,2,10,0,2
12746,3,3,1,12,2,7,3,4,0,7
12747,3,10,2,12,1,12,4,7,0,7
12748,1,9,3,1,4,4,3,6,0,6
12749,2,7,1,13,4,13,4,2,0,5
12750,1,6,4,12,4,5,1,10,0,0
12751,2,13,2,10,4,3,1,1,0,8
12752,2,3,4,3,2,6,2,8,0,0
12753,3,1,3,4,1,12,3,6,0,1
12754,4,9,2,2,2,1,4,11,0,7
12755,3,11,1,3,2,11,1,9,0,3
12756,1,11,4,7,1,8,4,9,0,0
12757,2,9,1,4,1,11,4,10,0,5
12758,4,7,4,8,4,1,1,11,0,0
12759,1,7,4,10,2,10,3,10,1,0
12760,2,12,1,5,1,9,3,11,0,2
12761,3,13,3,10,4,2,3,4,0,6
12762,2,4,2,5,3,4,3,6,0,5
12763,2,7,3,5,1,1,2,9,0,1
12764,1,8,2,1,4,1,2,13,0,8
12765,3,13,1,9,1,7,3,5,0,3
12766,3,7,4,6,1,11,2,2,0,0
12767,3,5,1,7,3,7,3,9,0,7
12768,3,8,2,4,4,9,3,9,0,7
12769,4,12,3,10,2,6,1,8,0,6
12770,3,1,1,5,1,2,3,2,1,3
12771,1,8,2,3,4,10,3,3,0,5
12772,4,8,3,9,2,5,4,10,0,1
12773,2,2,2,8,3,8,4,2,0,5
12774,2,11,2,8,1,4,2,3,0,2
12775,4,1,2,6,1,11,1,10,0,3
12776,2,2,1,6,4,1,3,3,0,5
12777,1,11,1,6,2,9,1,7,0,2
12778,1,11,4,12,4,6,2,11,0,0
12779,2,10,2,8,4,1,1,7,0,8
12780,2,5,4,12,2,8,1,2,0,0
12781,1,3,2,9,2,8,4,1,0,5
12782,4,1,3,7,1,1,4,12,0,1
12783,4,6,1,8,2,6,1,12,0,3
12784,1,13,3,8,4,13,2,5,0,6
12785,1,5,4,8,3,8,4,13,0,0
12786,3,4,3,13,1,3,2,6,0,1
12787,4,4,4,8,3,5,4,9,0,0
12788,4,9,3,8,2,2,3,2,0,6
12789,4,10,2,9,1,11,4,4,0,7
12790,3,6,2,12,1,6,1,11,0,3
12791,1,5,1,4,3,2,3,1,0,5
12792,3,8,4,1,1,10,1,9,0,0
12793,3,8,4,3,1,6,1,9,0,0
12794,1,8,3,4,3,6,3,12,0,6
12795,2,4,3,3,3,7,4,8,0,6
12796,1,4,1,9,1,1,1,6,0,2
12797,3,4,2,13,1,5,4,2,0,7
12798,2,9,2,2,2,12,3,6,0,5
12799,3,2,2,4,4,12,3,9,0,7
12800,3,5,1,9,3,2,4,4,0,7
12801,2,5,3,2,3,6,2,12,0,6
12802,3,2,1,3,2,5,1,7,0,3
12803,3,12,4,9,1,13,1,7,0,0
12804,1,2,4,8,2,11,1,1,0,0
12805,2,9,2,5,3,4,4,6,0,5
12806,3,1,2,8,1,8,1,9,0,3
12807,1,1,4,9,1,12,4,2,0,0
12808,2,4,3,7,1,3,1,4,0,1
12809,1,7,2,9,3,8,4,1,0,5
12810,3,12,2,9,2,3,1,6,0,3
12811,1,5,4,6,4,5,1,11,0,0
12812,2,11,4,2,2,8,4,3,0,0
12813,4,8,4,9,1,6,3,1,0,0
12814,1,6,4,10,1,9,1,7,0,0
12815,1,11,2,10,3,4,3,6,0,5
12816,1,8,2,9,2,7,3,8,0,5
12817,3,8,3,11,3,1,3,6,0,6
12818,4,6,4,7,4,9,4,12,0,0
12819,2,11,3,2,2,4,1,6,0,6
12820,3,7,3,2,1,8,4,13,0,1
12821,3,10,2,13,4,5,3,13,0,7
12822,1,9,3,10,3,6,4,1,0,6
12823,4,4,2,13,4,5,1,12,0,4
12824,4,9,4,4,1,7,4,6,0,0
12825,3,8,3,6,2,11,2,1,0,6
12826,4,7,4,10,2,10,3,9,0,0
12827,2,13,1,10,4,8,1,2,0,8
12828,1,7,2,12,3,6,4,7,0,5
12829,1,9,3,2,1,1,4,9,0,1
12830,3,3,1,3,4,4,2,11,0,4
12831,4,10,4,4,2,5,4,7,0,0
12832,1,3,4,11,4,10,3,9,0,0
12833,2,8,4,6,3,13,3,4,0,0
12834,3,6,1,7,3,2,1,4,0,4
12835,2,10,3,6,1,3,3,1,0,1
12836,2,8,4,11,1,10,3,13,0,0
12837,4,6,4,10,4,13,2,4,0,0
12838,1,9,1,13,4,5,4,9,0,5
12839,2,7,4,6,3,11,3,6,0,0
12840,2,9,1,13,1,7,3,9,0,2
12841,2,5,4,4,1,10,1,5,1,0
12842,3,1,3,7,4,13,4,10,0,6
12843,1,4,4,9,3,2,2,5,0,0
12844,3,13,3,1,2,4,3,10,0,6
12845,1,9,2,1,1,6,3,2,0,2
12846,2,6,2,13,4,2,2,8,0,8
12847,2,6,1,6,1,3,2,8,1,2
12848,3,5,3,10,4,9,1,10,0,6
12849,4,1,2,10,3,7,2,5,0,4
12850,1,6,4,12,2,5,3,2,0,0
12851,4,7,2,8,3,2,1,12,0,4
12852,4,12,3,11,2,12,1,11,0,6
12853,1,9,1,7,4,2,4,5,0,5
12854,2,1,2,11,3,7,1,7,0,8
12855,1,8,1,3,1,7,4,11,0,5
12856,4,9,3,4,2,3,4,8,0,1
12857,3,6,3,10,2,12,1,10,0,6
12858,1,3,2,1,1,4,4,7,0,5
12859,2,3,3,5,4,12,3,12,0,6
12860,3,12,1,9,4,5,2,3,0,4
12861,2,10,3,13,3,7,1,6,0,6
12862,3,5,3,12,3,10,4,7,0,6
12863,4,6,3,10,4,1,2,5,0,6
12864,1,1,4,8,3,11,4,12,0,0
12865,3,6,2,13,3,10,2,4,0,4
12866,3,6,4,7,2,5,3,1,0,0
12867,1,4,1,11,4,8,1,12,0,8
12868,2,10,4,8,3,8,1,9,0,0
12869,1,11,3,4,4,9,3,5,0,6
12870,1,1,2,8,4,8,3,1,0,5
12871,2,9,4,2,2,5,1,4,0,0
12872,1,8,2,11,4,12,3,13,0,5
12873,1,10,3,13,2,4,4,4,1,1
12874,1,8,1,2,3,5,1,11,0,8
12875,4,1,3,4,1,2,1,4,0,1
12876,4,4,3,4,2,2,3,8,0,6
12877,2,10,4,11,4,4,2,13,0,0
12878,2,8,4,7,1,11,4,10,0,0
12879,3,8,2,12,2,3,2,8,0,3
12880,1,1,2,7,1,13,2,12,0,2
12881,4,3,2,2,4,1,4,12,0,7
12882,4,4,4,3,1,13,3,2,0,0
12883,2,8,4,6,2,10,4,7,0,0
12884,1,5,1,6,3,11,2,3,0,8
12885,1,4,2,5,1,13,3,7,0,2
12886,2,6,4,3,2,4,4,8,0,0
12887,2,7,4,13,4,8,2,2,0,0
12888,1,11,3,6,2,2,4,12,0,6
12889,2,2,1,7,4,9,1,2,0,8
12890,2,2,3,13,4,4,2,6,0,6
12891,1,10,3,10,1,13,1,1,0,1
12892,3,12,1,2,3,7,3,13,0,7
12893,3,5,4,4,1,9,4,9,0,0
