,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,labels,cluster
28356,58,2,28,1.46,5,0,1
28357,200,2,1,0.05,1,1,2
28358,120,1,64,4.1,2,1,1
28360,60,2,8,0.43,1,1,2
28362,145,5,16,0.84,1,0,2
28363,35,1,2,0.11,1,1,2
28364,75,4,5,0.5,3,1,2
28366,325,2,21,1.1,1,0,2
28367,200,4,6,0.33,1,0,2
28368,50,1,2,0.1,2,0,2
28370,53,1,166,8.74,2,1,1
28371,90,6,6,0.31,1,0,2
28372,110,2,33,1.74,1,0,2
28373,250,3,39,2.12,3,0,1
28375,39,1,33,1.93,1,1,2
28376,150,5,6,0.32,1,0,2
28378,105,3,14,0.8,1,1,2
28379,100,1,116,5.99,1,0,1
28381,50,3,8,0.42,1,1,2
28382,455,30,26,1.77,2,0,0
28384,58,3,2,0.1,2,1,2
28385,125,5,5,0.27,1,0,2
28386,75,1,54,2.8,3,1,1
28387,55,3,4,0.21,1,1,2
28388,29,2,4,0.22,3,2,2
28389,37,3,4,0.22,1,1,2
28390,90,2,89,4.67,2,0,1
28391,65,1,76,3.97,3,2,1
28393,95,1,64,3.43,2,0,1
28394,98,2,1,0.06,4,1,1
28395,120,2,1,0.05,4,1,1
28396,90,2,52,2.7,4,1,1
28398,45,2,54,2.94,2,1,1
28399,41,1,9,1.01,4,2,1
28400,175,30,1,0.15,3,0,1
28401,150,3,2,0.11,1,0,2
28402,200,5,7,0.38,1,0,2
28403,60,2,73,3.82,3,1,1
28404,80,30,3,0.16,1,0,1
28405,81,7,1,0.06,1,0,2
28406,31,3,2,0.15,1,1,2
28409,50,4,5,0.26,1,1,2
28410,130,2,2,0.19,1,1,2
28411,105,14,12,0.65,1,0,1
28412,50,5,2,0.22,1,1,2
28413,35,3,1,0.05,2,1,2
28414,115,2,2,0.26,1,0,2
28416,170,3,42,2.19,1,0,2
28417,90,2,8,0.43,1,0,2
28418,130,4,8,0.43,1,0,2
28420,150,30,5,0.4,50,0,0
28423,55,2,3,0.16,1,1,2
28424,59,1,92,5.01,1,1,1
28425,65,3,21,1.12,2,1,2
28426,50,5,1,0.05,1,1,2
28427,148,2,11,0.58,1,0,2
28430,250,2,2,0.11,1,0,2
28433,90,2,55,2.85,2,0,1
28434,120,1,4,0.21,1,1,2
28435,47,1,32,1.73,1,1,2
28436,75,1,1,0.05,1,1,2
28437,80,5,19,1.28,2,1,2
28438,110,2,1,0.05,1,1,2
28439,45,1,9,0.48,1,1,2
28441,150,3,2,0.11,1,0,2
28442,80,5,1,0.05,1,0,2
28444,250,5,4,0.22,1,0,2
28445,57,2,27,2.89,2,1,2
28446,50,30,3,0.17,10,1,0
28447,399,1,42,2.25,2,0,2
28448,132,1,109,5.67,2,0,1
28449,150,2,11,1.46,1,0,2
28450,40,3,6,0.32,2,1,2
28452,189,10,2,0.1,1,0,2
28453,400,3,17,0.88,1,0,2
28454,65,24,1,0.05,1,0,1
28456,250,4,17,1.1,1,0,2
28458,51,2,2,0.1,1,1,2
28459,299,2,30,1.57,1,0,2
28460,125,28,1,0.09,1,1,1
28462,65,5,2,0.1,1,1,2
28463,295,7,1,0.05,2,0,2
28464,60,3,40,2.11,2,1,2
28466,80,2,14,0.83,1,0,2
28467,75,2,7,0.39,1,1,2
28468,91,30,8,0.47,2,0,1
28469,30,7,3,0.15,1,1,2
28471,160,3,38,1.99,1,0,2
28472,400,4,1,0.05,1,0,2
28473,100,2,9,0.47,1,1,2
28476,40,4,1,0.05,1,1,2
28477,400,2,5,0.39,1,0,2
28479,250,2,2,0.11,1,1,2
28480,100,2,98,5.1,1,0,1
28481,55,1,14,0.76,2,1,2
28482,65,1,70,8.43,1,0,1
28483,425,1,11,0.58,2,1,2
28484,49,3,19,0.99,2,1,2
28485,175,2,9,0.47,1,0,2
28486,129,5,19,1.03,1,0,2
28487,87,2,1,0.05,1,1,2
28488,42,4,7,0.37,1,1,2
28489,115,3,2,0.11,1,0,2
28490,150,3,3,0.16,2,0,2
28491,50,3,2,0.15,1,1,2
28493,70,7,1,0.05,1,1,2
28494,50,20,1,0.19,2,1,1
28495,75,30,2,0.1,1,1,1
28497,143,2,88,4.9,1,0,1
28498,170,1,1,0.05,1,0,2
28501,65,2,22,1.64,34,1,0
28502,112,6,2,0.11,1,0,2
28503,150,3,5,0.27,1,0,2
28504,200,5,3,0.26,1,0,2
28505,100,4,1,0.16,1,1,2
28506,142,30,8,0.42,91,0,0
28507,55,2,25,1.34,1,1,2
28508,50,2,23,1.4,4,1,1
28510,185,1,90,4.68,2,0,1
28511,45,5,1,0.16,1,1,2
28512,160,3,37,1.95,1,0,2
28513,179,1,125,6.51,1,0,1
28514,55,7,7,0.49,1,1,2
28517,22,2,35,1.83,1,0,2
28518,175,2,9,0.56,1,0,2
28519,225,1,16,0.86,1,0,2
28520,99,5,2,0.1,1,1,2
28521,150,2,51,2.65,2,0,1
28522,100,2,2,0.11,1,0,2
28523,88,3,4,0.21,1,0,2
28524,29,5,11,0.59,1,1,2
28525,400,4,1,0.05,1,0,2
28526,85,30,10,0.63,1,0,1
28529,150,1,43,2.32,1,0,2
28530,70,21,7,0.38,1,0,1
28532,99,4,16,0.87,1,1,2
28533,45,1,8,0.53,4,2,1
28534,189,7,3,0.16,1,0,2
28535,70,1,9,0.49,1,1,2
28536,27,2,4,0.23,5,1,1
28537,80,4,2,0.11,1,1,2
28540,175,2,10,0.54,1,0,2
28541,35,2,4,0.21,1,1,2
28542,41,7,1,0.05,1,1,2
28543,50,30,8,0.42,1,2,1
28545,150,7,14,0.83,1,0,2
28546,400,2,1,0.08,1,0,2
28547,85,1,6,0.31,1,1,2
28548,100,5,1,0.1,1,1,2
28549,150,3,20,1.08,1,0,2
28550,149,2,3,0.34,5,0,1
28551,210,6,31,1.68,2,0,2
28552,150,2,30,1.61,2,0,2
28554,350,3,42,2.23,1,0,2
28555,130,4,25,1.35,1,1,2
28557,45,2,1,0.05,1,2,2
28558,30,1,3,0.16,1,1,2
28559,50,2,42,2.28,2,1,2
28560,50,1,43,2.26,3,1,1
28561,250,6,1,0.08,1,1,2
28562,110,7,2,0.2,1,0,2
28563,125,2,31,1.65,2,0,2
28567,53,3,7,0.38,1,2,2
28568,55,4,18,0.99,1,1,2
28569,647,5,4,0.25,1,0,0
28572,485,4,1,0.05,1,0,2
28573,160,5,15,0.97,1,0,2
28574,150,1,14,0.76,3,0,2
28575,200,3,43,2.34,1,0,2
28576,58,4,9,0.48,1,1,2
28577,109,2,76,3.95,1,0,1
28578,75,1,45,2.34,1,1,2
28579,50,1,1,0.05,1,1,2
28580,215,4,2,0.11,1,0,2
28581,249,6,40,2.35,1,0,2
28583,56,1,12,0.65,4,1,1
28585,127,3,9,0.49,2,0,2
28586,83,3,77,4.05,2,0,1
28587,290,3,4,0.39,4,0,1
28589,39,1,43,2.28,2,1,2
28590,27,60,1,0.05,1,2,0
28591,56,1,12,0.65,4,1,1
28592,200,6,4,0.34,1,0,2
28593,65,2,47,2.52,1,0,2
28594,50,2,2,0.1,1,1,2
28595,195,2,65,3.51,1,0,1
28596,625,2,10,0.59,1,0,0
28597,69,4,4,0.21,1,1,2
28598,125,2,31,1.67,1,0,2
28599,160,2,1,0.05,1,0,2
28600,195,3,20,1.27,1,0,2
28601,250,4,1,0.05,1,0,2
28602,125,2,5,0.26,1,0,2
28603,100,4,1,0.06,2,1,2
28604,180,2,19,0.99,2,0,2
28605,175,4,3,0.18,1,0,2
28606,90,2,5,0.33,1,1,2
28607,50,2,67,3.54,2,1,1
28608,200,6,32,1.73,2,0,2
28609,90,4,11,0.59,1,0,2
28610,70,1,87,4.58,1,1,1
28611,115,3,4,0.22,1,0,2
28612,75,3,18,0.96,1,1,2
28613,190,30,4,0.63,25,0,0
28614,200,30,1,0.11,25,0,0
28615,125,1,12,0.68,3,1,2
28616,33,6,29,1.53,2,1,2
28617,130,2,15,0.82,1,0,2
28618,149,4,3,0.32,1,0,2
28619,195,3,2,0.11,1,0,2
28621,40,2,7,0.39,5,2,1
28622,28,2,1,0.05,1,1,2
28624,68,1,62,3.33,2,0,1
28625,150,6,57,3.1,2,0,1
28627,260,1,86,4.59,1,0,1
28628,79,1,63,3.28,3,1,1
28629,130,4,33,1.76,1,0,2
28630,90,5,21,1.1,1,0,2
28631,250,4,1,0.05,1,0,2
28633,55,3,58,3.02,1,0,1
28634,280,2,69,3.68,1,0,1
28635,43,3,3,0.16,1,1,2
28636,200,3,14,0.73,2,0,2
28637,41,2,2,0.11,1,1,2
28638,89,2,3,0.77,1,0,2
28639,50,3,15,0.8,1,1,2
28641,42,1,92,4.9,4,1,1
28642,85,2,34,2.12,1,1,2
28643,45,2,31,1.63,3,1,2
28644,39,1,7,0.36,3,2,2
28645,56,1,12,0.81,4,1,1
28646,295,9,2,0.11,1,0,2
28647,110,2,7,0.37,1,0,2
28648,170,1,12,0.65,1,0,2
28649,90,3,32,1.69,1,0,2
28650,40,2,4,0.21,1,1,2
28651,50,1,341,17.82,3,1,1
28654,100,2,23,1.23,1,1,2
28655,25,4,7,0.37,1,1,2
28656,135,1,115,6.8,2,0,1
28657,120,3,3,0.16,1,0,2
28658,200,1,90,4.76,3,0,1
28659,35,30,5,0.28,4,1,1
28660,70,1,1,0.05,1,1,2
28661,99,1,47,2.47,1,1,2
28662,75,1,2,0.11,1,1,2
28663,150,1,133,7.19,1,1,1
28664,220,2,1,0.05,1,1,2
28665,175,2,2,0.11,1,0,2
28667,120,6,3,0.25,1,0,2
28668,320,11,4,0.22,1,0,2
28669,250,7,2,0.14,1,0,2
28670,199,1,9,0.48,3,1,2
28671,105,3,2,0.11,1,0,2
28672,110,2,2,0.11,1,0,2
28674,80,2,1,0.05,1,0,2
28675,59,2,13,0.9,1,1,2
28678,85,9,5,0.27,1,1,2
28679,150,3,1,0.05,1,0,2
28680,180,2,1,0.16,1,0,2
28681,75,1,1,0.05,1,1,2
28682,229,3,2,0.11,1,0,2
28683,50,1,36,1.96,3,1,1
28684,248,3,2,0.11,1,0,2
28685,299,1,4,0.21,1,1,2
28686,67,2,8,0.42,1,1,2
28687,150,7,4,0.35,1,0,2
28688,200,4,75,4.36,1,0,1
28689,277,3,70,3.66,1,0,1
28690,99,2,37,2.05,3,0,1
28692,80,2,4,0.28,1,1,2
28693,500,28,5,0.27,1,0,0
28694,175,3,2,0.11,1,1,2
28695,150,2,3,0.16,2,0,2
28698,320,1,78,4.16,1,0,1
28699,125,4,7,0.37,1,0,2
28700,31,18,1,0.05,1,1,1
28701,189,2,21,1.14,1,0,2
28702,200,1,1,0.05,1,1,2
28703,120,2,55,2.89,1,0,1
28704,150,3,12,0.65,1,0,2
28705,70,4,1,0.05,1,0,2
28707,38,10,1,0.08,1,1,2
28708,135,1,27,1.46,1,0,2
28710,50,3,2,0.11,1,1,2
28712,50,1,14,0.8,1,1,2
28713,110,2,3,1.55,1,0,2
28714,70,4,1,0.05,1,2,2
28715,140,7,31,1.67,1,0,2
28716,149,2,27,1.47,4,0,1
28717,100,5,3,0.16,1,1,2
28720,40,5,6,0.32,1,1,2
28721,220,1,3,0.16,1,0,2
28722,25,1,95,6.18,6,1,1
28723,39,4,1,0.05,1,1,2
28724,350,3,1,0.05,3,0,2
28725,90,4,4,0.22,1,0,2
28726,30,2,4,0.21,1,1,2
28728,359,3,10,0.66,1,0,2
28729,65,2,23,3.15,1,1,2
28730,109,3,6,0.31,1,0,2
28731,70,4,1,0.16,1,1,2
28732,75,1,1,0.05,1,1,2
28734,40,1,32,1.75,2,1,2
28735,98,1,26,1.4,1,1,2
28736,110,2,2,0.11,1,0,2
28740,85,1,59,3.18,1,1,1
28741,300,5,1,0.06,1,0,2
28743,100,2,4,0.64,1,0,2
28746,91,2,1,0.05,1,0,2
28747,59,1,110,5.92,1,0,1
28748,74,21,2,0.12,1,1,1
28749,33,3,3,0.16,1,1,2
28750,42,14,2,0.11,1,1,1
28751,75,3,5,0.28,1,0,2
28753,39,2,7,0.5,5,1,1
28755,225,30,1,0.09,12,0,0
28757,66,3,41,3.3,1,0,1
28758,50,1,24,1.3,1,1,2
28759,32,30,3,0.17,6,2,1
28760,50,30,4,0.21,6,1,1
28762,250,2,29,1.58,1,0,2
28763,95,3,4,0.21,1,0,2
28764,80,6,2,0.1,1,0,2
28766,220,2,95,5.02,1,0,1
28767,105,1,2,0.11,1,1,2
28768,199,2,75,4.04,1,1,1
28769,53,5,1,0.05,1,1,2
28770,125,7,3,0.33,1,0,2
28771,400,3,10,0.56,1,0,2
28772,70,7,2,0.11,1,1,2
28773,50,1,62,3.36,2,1,1
28774,20,14,9,0.48,1,1,1
28775,300,2,14,2.27,2,0,2
28776,89,3,21,1.14,1,0,2
28777,59,2,42,2.23,2,1,2
28778,221,5,7,0.38,1,0,2
28779,100,2,1,0.06,1,1,2
28780,69,2,47,3.78,2,1,1
28781,150,1,75,4.38,1,0,1
28782,275,2,17,0.92,1,1,2
28783,55,2,68,3.67,4,1,1
28784,65,2,31,1.68,4,1,1
28785,250,2,2,0.1,1,0,2
28787,135,3,21,1.13,2,0,2
28788,90,2,13,0.7,1,0,2
28793,75,1,2,0.11,1,1,2
28794,225,7,1,0.08,1,0,2
28795,34,2,4,0.21,1,1,2
28796,19,1,26,1.4,2,2,2
28797,35,30,4,0.22,10,2,0
28800,249,4,3,0.16,1,0,2
28801,115,1,162,8.68,3,1,1
28803,105,1,140,7.39,3,1,1
28804,69,2,37,2.0,1,0,2
28805,79,2,1,0.05,1,1,2
28806,100,2,3,0.3,1,1,2
28807,80,1,4,0.21,1,1,2
28809,92,60,1,0.11,1,0,0
28810,100,4,53,3.05,2,0,1
28814,35,3,14,0.83,2,1,2
28816,70,3,3,0.16,1,1,2
28818,237,4,7,0.45,1,0,2
28819,30,3,7,0.38,1,1,2
28820,250,2,1,0.05,1,0,2
28823,210,4,2,0.11,1,0,2
28824,50,2,2,0.11,1,1,2
28825,75,6,3,0.16,3,1,2
28826,65,4,3,0.16,1,1,2
28827,85,2,2,0.14,1,0,2
28829,290,3,5,0.63,1,0,2
28830,165,3,1,0.05,1,0,2
28831,180,4,1,0.06,1,1,2
28832,40,4,2,0.11,1,1,2
28833,325,1,35,1.84,1,0,2
28834,190,2,46,2.97,1,0,2
28835,90,2,1,0.05,1,1,2
28836,70,1,8,0.42,1,1,2
28837,167,3,3,0.16,1,0,2
28838,33,30,1,0.1,4,1,1
28839,33,30,1,0.05,4,2,1
28840,151,2,18,0.97,1,0,2
28841,15,30,3,0.16,5,2,1
28842,72,5,23,1.21,7,1,1
28843,150,2,2,0.11,1,1,2
28844,145,1,67,3.63,2,0,1
28847,48,7,1,0.05,1,1,2
28848,50,3,16,0.85,1,1,2
28849,30,2,2,0.11,2,1,2
28850,125,30,1,0.09,16,0,0
28851,81,4,6,0.32,1,0,2
28852,115,2,14,1.21,1,0,2
28854,128,3,4,0.36,1,1,2
28855,65,1,28,1.51,2,1,2
28856,80,3,1,0.05,1,1,2
28857,135,2,56,3.11,1,0,1
28858,3000,7,1,1.0,1,0,0
28859,240,10,10,0.54,2,0,2
28861,100,3,3,0.16,1,1,2
28862,150,60,5,0.31,13,0,0
28863,65,2,6,0.37,1,1,2
28864,150,30,5,0.29,13,0,0
28865,180,3,5,0.26,1,0,2
28866,50,4,21,1.15,1,1,2
28867,329,7,1,0.06,3,0,2
28869,54,2,4,0.22,1,1,2
28870,50,2,4,0.21,1,1,2
28871,63,30,4,0.26,6,0,1
28872,150,2,41,2.78,3,0,1
28873,43,1,13,0.72,2,1,2
28874,145,5,6,0.32,1,0,2
28876,60,2,1,0.05,1,1,2
28877,85,2,15,0.82,1,1,2
28878,149,14,8,0.42,1,0,1
28879,69,1,145,7.64,1,1,1
28882,150,2,17,0.92,2,1,2
28883,350,2,3,0.18,1,0,2
28884,90,3,16,0.87,1,1,2
28885,140,30,4,0.22,1,0,1
28886,80,2,39,2.08,1,1,2
28887,129,30,32,1.73,1,1,1
28888,60,3,11,0.59,1,0,2
28890,75,2,10,0.53,2,1,2
28891,150,5,3,0.32,1,1,2
28892,45,3,1,0.05,2,1,2
28893,64,2,4,0.21,1,0,2
28895,135,12,1,0.05,1,0,1
28896,100,1,10,0.53,1,1,2
28897,30,4,1,0.06,1,2,2
28898,110,5,28,1.53,1,0,2
28899,200,2,43,2.33,1,1,2
28900,200,3,30,1.84,6,1,1
28901,30,2,48,2.58,2,1,1
28902,65,1,6,0.33,1,1,2
28903,100,1,25,1.35,1,0,2
28904,109,3,27,1.46,1,0,2
28906,70,1,3,0.16,2,1,2
28907,70,5,3,0.17,2,1,2
28909,100,3,42,2.43,6,1,1
28910,83,1,25,1.35,2,1,2
28911,169,2,23,1.36,1,0,2
28912,50,2,2,0.11,1,1,2
28913,55,1,19,1.03,2,1,2
28914,65,2,23,1.25,4,1,1
28915,110,1,69,3.64,3,0,1
28916,285,3,1,0.05,1,0,2
28917,180,3,33,1.79,2,0,2
28918,69,1,55,2.91,3,1,1
28919,199,30,1,0.08,4,0,1
28920,95,2,90,4.79,1,0,1
28922,99,1,1,0.05,1,1,2
28923,79,2,14,1.71,4,1,1
28924,225,1,41,2.2,1,0,2
28925,149,9,13,0.86,1,0,2
28926,60,2,1,0.06,1,1,2
28927,85,1,13,0.73,3,1,2
28928,130,1,77,4.16,1,0,1
28929,150,1,50,2.96,1,0,1
28930,75,1,4,0.22,1,1,2
28931,150,7,2,0.11,1,0,2
28932,60,7,2,0.11,2,1,2
28933,80,4,68,3.65,2,1,1
28934,220,3,12,0.81,1,0,2
28936,245,31,4,0.29,33,0,0
28938,135,31,2,0.11,33,0,0
28939,190,2,57,3.08,1,1,1
28940,100,4,29,1.57,1,0,2
28941,80,3,2,0.11,1,1,2
28942,200,3,4,0.26,1,0,2
28943,150,12,17,0.9,1,0,1
28944,120,2,81,4.31,1,0,1
28948,117,2,1,0.05,1,0,2
28949,125,1,68,3.65,2,0,1
28950,70,5,18,0.98,1,1,2
28952,1046,1,10,0.54,1,0,0
28954,152,1,4,0.21,1,0,2
28955,65,1,57,3.07,2,0,1
28956,195,2,72,3.93,2,1,1
28958,225,2,57,3.08,1,0,1
28959,57,28,2,0.11,2,1,1
28960,160,2,2,0.11,1,0,2
28962,29,2,7,0.38,1,1,2
28964,149,2,70,4.48,1,0,1
28966,45,1,1,0.05,2,1,2
28967,162,3,9,0.49,1,0,2
28968,50,5,2,0.11,1,0,2
28970,110,1,3,0.16,1,0,2
28971,90,2,3,0.17,1,0,2
28972,38,4,5,0.27,1,0,2
28973,59,2,42,2.33,1,0,2
28974,105,3,4,0.21,1,0,2
28975,210,1,1,0.05,1,0,2
28977,250,1,8,0.43,1,1,2
28980,150,2,1,0.05,1,0,2
28982,42,2,37,3.02,1,2,2
28983,125,1,77,4.5,1,0,1
28987,59,4,53,2.88,1,1,1
28988,199,7,13,0.82,1,0,2
28989,84,2,119,6.44,1,1,1
28990,80,60,1,0.05,1,0,0
28991,70,2,2,0.11,1,1,2
28992,90,2,15,0.84,1,0,2
28994,150,5,1,0.05,1,0,2
28995,87,1,2,0.13,1,1,2
28996,140,4,1,0.05,1,0,2
28997,49,7,10,0.55,1,1,2
28998,105,1,64,3.6,1,0,1
28999,60,4,1,0.05,1,0,2
29001,65,1,4,0.94,2,1,2
29002,150,4,14,0.77,1,0,2
29003,125,3,17,1.1,1,0,2
29004,41,15,3,0.16,1,1,1
29006,249,3,8,0.48,1,0,2
29008,45,1,140,7.47,2,1,1
29009,150,1,28,1.49,1,1,2
29011,170,2,1,0.05,1,0,2
29012,299,4,3,0.16,1,0,2
29013,55,3,15,0.81,1,1,2
29014,45,5,12,0.99,3,1,2
29015,49,1,26,1.41,3,1,2
29016,475,1,7,0.37,2,1,2
29017,34,1,1,0.05,1,1,2
29018,129,2,3,0.16,1,0,2
29019,75,1,4,0.22,1,1,2
29020,95,3,2,0.11,1,1,2
29021,180,4,48,2.58,1,0,2
29022,100,3,10,0.55,2,1,2
29025,100,1,5,0.27,2,1,2
29026,112,1,62,3.33,1,0,1
29027,125,1,25,1.34,2,1,2
29028,102,13,6,0.33,1,0,1
29030,65,2,40,2.2,1,1,2
29031,100,3,3,0.16,1,0,2
29032,80,1,3,0.21,1,0,2
29033,200,2,8,0.5,2,0,2
29034,100,30,6,0.45,2,0,1
29037,45,3,10,0.9,10,1,1
29039,50,4,15,0.81,2,2,2
29040,60,2,41,2.46,10,1,1
29041,90,1,1,0.05,2,1,2
29042,110,5,3,0.17,1,0,2
29043,65,7,9,0.71,1,1,2
29045,75,2,46,2.65,10,1,1
29046,64,2,46,2.67,10,1,1
29047,120,2,83,4.43,1,0,1
29048,95,2,13,0.7,1,1,2
29049,67,2,27,1.55,10,1,1
29050,60,2,2,0.3,1,1,2
29051,150,30,3,0.25,13,0,0
29052,175,3,56,3.0,2,0,1
29053,220,5,1,0.05,1,0,2
29054,365,1,13,0.71,5,0,0
29056,59,1,21,1.53,3,1,2
29057,121,1,8,0.44,2,1,2
29059,32,1,1,0.06,1,1,2
29061,50,2,38,2.04,5,1,1
29062,95,2,44,2.53,1,0,2
29063,75,2,61,3.26,3,1,1
29065,191,3,1,0.05,1,0,2
29066,125,3,9,0.49,1,1,2
29067,55,14,5,0.27,1,1,1
29068,110,4,40,2.37,1,0,2
29069,250,1,95,5.04,1,0,1
29071,45,5,2,0.12,1,1,2
29073,125,21,24,1.3,1,0,1
29074,185,2,92,4.88,1,0,1
29075,104,2,31,1.69,1,0,2
29076,45,2,8,0.43,1,1,2
29077,135,2,44,2.37,1,0,2
29078,55,2,5,0.27,2,1,2
29079,79,1,61,3.3,3,1,1
29080,27,31,5,0.27,4,2,1
29081,75,1,37,2.09,3,1,1
29082,135,1,24,1.42,2,0,2
29083,110,2,1,0.05,1,0,2
29084,200,1,39,2.44,2,0,2
29086,60,4,1,0.15,1,1,2
29087,175,5,3,0.16,1,0,2
29088,190,1,94,5.18,1,0,1
29090,111,30,1,0.32,50,0,0
29091,130,2,2,0.13,2,1,2
29093,44,2,1,0.05,2,1,2
29095,70,1,2,0.11,1,0,2
29096,140,4,24,1.3,4,1,1
29097,80,4,87,4.71,1,0,1
29098,179,2,13,0.71,1,0,2
29099,47,2,3,0.17,1,1,2
29100,160,7,1,0.06,1,0,2
29102,110,3,30,1.62,1,0,2
29103,250,1,103,5.5,4,0,1
29104,400,3,32,1.88,1,0,2
29105,70,1,1,0.05,1,1,2
29108,350,1,2,0.11,3,0,2
29110,275,180,5,0.27,2,0,0
29111,90,4,18,0.98,1,0,2
29112,159,4,3,0.16,1,0,2
29113,80,1,139,7.65,1,0,1
29114,45,1,1,0.05,1,1,2
29115,65,1,1,0.05,2,1,2
29116,118,3,3,1.32,1,0,2
29117,60,2,34,1.89,2,0,2
29118,57,1,91,5.04,2,0,1
29119,32,30,2,0.15,1,2,1
29120,29,30,1,0.14,8,2,1
29123,126,1,9,0.49,1,0,2
29125,120,1,69,3.73,1,1,1
29126,64,30,2,0.15,1,0,1
29127,78,2,36,1.94,1,1,2
29128,271,30,1,0.09,232,0,0
29129,78,4,4,0.22,3,1,2
29131,38,1,2,0.11,1,1,2
29132,140,3,10,0.54,1,0,2
29133,187,3,4,0.22,1,1,2
29134,300,4,28,1.52,1,0,2
29135,100,3,22,1.2,1,1,2
29136,117,1,24,1.3,1,0,2
29138,158,7,2,0.12,2,0,2
29140,60,1,2,0.11,2,1,2
29141,95,1,35,2.04,1,0,2
29142,160,2,34,1.84,3,0,2
29143,109,3,34,1.85,1,0,2
29144,160,2,107,5.73,1,1,1
29145,330,2,9,0.48,1,0,2
29146,50,1,2,0.11,2,1,2
29147,50,1,10,0.53,1,1,2
29148,23,3,2,0.11,1,1,2
29149,68,6,48,2.59,1,1,1
29150,36,1,5,0.27,2,1,2
29151,190,6,2,0.12,1,0,2
29152,140,3,19,1.03,2,1,2
29153,185,3,5,0.27,1,1,2
29154,50,3,4,0.66,1,1,2
29155,45,3,13,0.7,5,1,1
29156,35,1,8,0.44,1,1,2
29157,110,2,67,3.93,1,0,1
29158,140,1,106,5.7,1,0,1
29159,120,1,1,0.05,1,0,2
29160,125,3,27,2.77,1,0,2
29164,68,2,50,2.84,2,1,1
29165,199,3,12,0.65,2,0,2
29166,450,3,12,0.65,1,0,2
29167,76,2,53,3.15,2,1,1
29168,39,1,4,0.49,3,2,2
29169,48,2,28,1.51,1,1,2
29171,175,3,12,0.85,1,0,2
29172,120,6,1,0.16,2,0,2
29173,100,3,31,1.8,1,1,2
29174,50,2,2,0.11,1,1,2
29175,90,3,1,0.07,1,1,2
29177,40,3,7,0.38,5,1,1
29178,60,1,104,5.61,1,0,1
29179,53,1,20,1.29,4,1,1
29180,120,1,16,1.05,4,1,1
29181,150,3,49,2.74,1,0,2
29182,115,2,1,0.05,1,0,2
29183,59,1,20,1.23,4,1,1
29184,99,3,66,3.55,1,0,1
29185,89,2,1,0.06,1,0,2
29186,47,1,2,0.11,1,1,2
29187,149,29,24,1.42,1,0,1
29188,159,4,42,2.46,1,1,2
29189,90,2,38,2.05,1,0,2
29190,80,2,7,0.38,3,1,2
29191,50,1,16,0.85,2,1,2
29192,60,3,10,0.54,1,1,2
29194,37,1,14,0.83,5,1,1
29195,58,1,1,0.05,1,1,2
29196,70,3,5,0.51,1,1,2
29197,280,2,7,0.38,1,0,2
29199,349,2,19,1.03,4,0,1
29200,120,3,20,4.96,1,0,1
29201,40,1,1,0.05,1,1,2
29203,250,2,1,0.05,1,0,2
29204,80,2,5,0.27,2,1,2
29205,80,1,31,1.67,1,1,2
29206,300,3,6,0.32,1,0,2
29207,40,30,2,0.11,1,2,1
29208,119,3,42,2.26,1,1,2
29209,110,1,5,0.27,1,1,2
29210,110,4,15,0.83,1,0,2
29211,499,14,23,1.27,4,0,0
29212,99,1,23,1.25,2,1,2
29213,499,14,14,0.78,4,0,0
29214,40,2,17,0.92,1,1,2
29215,50,4,2,0.11,1,1,2
29216,130,1,93,5.01,2,0,1
29217,175,2,8,0.56,1,0,2
29218,60,1,4,0.22,1,1,2
29219,60,1,26,1.41,5,1,1
29220,92,3,104,5.67,2,1,1
29221,30,1,1,0.05,1,2,2
29222,129,1,47,2.8,3,1,1
29223,34,4,35,2.36,2,1,2
29224,95,2,8,0.44,1,1,2
29225,125,1,3,0.16,1,1,2
29226,65,1,14,0.76,2,1,2
29228,225,1,29,1.72,1,0,2
29229,68,1,7,0.39,1,1,2
29230,65,2,1,0.05,1,0,2
29231,180,3,29,1.79,2,0,2
29232,110,1,1,0.05,1,1,2
29233,150,1,3,0.16,2,1,2
29235,108,29,5,0.31,1,0,1
29236,68,2,28,1.75,2,1,2
29240,150,2,9,0.56,1,0,2
29241,165,2,2,0.11,1,0,2
29242,125,1,3,0.38,1,1,2
29243,150,30,2,0.87,91,0,0
29244,60,3,9,0.51,1,0,2
29246,50,2,55,2.97,4,1,1
29247,199,7,21,1.14,1,0,2
29248,48,1,2,0.11,1,1,2
29250,109,1,1,0.06,3,1,2
29251,80,1,58,3.64,1,1,1
29252,109,1,1,0.06,3,1,2
29253,139,2,9,1.08,1,0,2
29254,39,4,58,3.16,2,1,1
29255,80,3,1,0.05,1,1,2
29256,225,3,50,3.12,1,0,1
29257,55,3,55,3.4,4,1,1
29258,99,2,3,0.36,1,0,2
29259,145,1,23,1.37,1,0,2
29260,75,3,87,4.91,1,0,1
29261,85,2,33,1.86,1,1,2
29262,150,2,61,3.42,2,0,1
29263,150,2,33,1.79,1,0,2
29264,70,1,92,4.96,3,1,1
29265,150,2,24,1.68,3,1,2
29266,140,2,3,0.17,1,0,2
29267,160,1,3,0.17,3,0,2
29268,78,30,8,0.45,1,1,1
29270,225,2,5,0.27,1,0,2
29272,220,30,2,0.17,4,0,1
29273,90,1,133,7.79,1,1,1
